"","Period","WORDSUM","SEX","RACE","EDUC","AGE","Cohort"
"1948",1994,6,0,0,12,44,1950
"1949",1994,7,1,0,15,49,1945
"1950",1994,4,1,0,13,34,1960
"1951",1994,3,1,0,12,24,1970
"1952",1994,6,0,0,12,44,1950
"1953",1994,10,1,0,18,44,1950
"1954",1994,9,0,0,11,19,1975
"1955",1994,5,0,0,12,34,1960
"1956",1994,8,0,0,12,49,1945
"1957",1994,6,1,0,13,19,1975
"1958",1994,5,1,0,10,29,1965
"1959",1994,8,1,0,16,34,1960
"1960",1994,3,1,0,12,54,1940
"1961",1994,6,0,0,17,74,1920
"1962",1994,1,1,1,11,24,1970
"1963",1994,5,1,0,12,59,1935
"1964",1994,5,1,0,12,34,1960
"1965",1994,8,1,0,12,89,1905
"1966",1994,7,1,0,12,59,1935
"1967",1994,5,0,0,11,19,1975
"1968",1994,8,0,0,12,79,1915
"1969",1994,8,1,0,13,29,1965
"1970",1994,6,0,0,16,24,1970
"1971",1994,7,1,0,12,24,1970
"1972",1994,5,0,1,15,39,1955
"1973",1994,9,1,0,20,64,1930
"1974",1994,10,1,0,18,64,1930
"1975",1994,5,0,1,16,34,1960
"1976",1994,9,1,0,12,49,1945
"1977",1994,3,1,0,10,89,1905
"1978",1994,6,1,0,12,74,1920
"1979",1994,6,0,0,16,39,1955
"1980",1994,10,1,0,17,34,1960
"1981",1994,5,0,1,13,39,1955
"1982",1994,6,1,0,12,24,1970
"1983",1994,6,1,0,12,49,1945
"1984",1994,6,1,1,13,49,1945
"1985",1994,7,1,0,15,54,1940
"1986",1994,10,1,0,17,39,1955
"1987",1994,7,1,0,14,64,1930
"1988",1994,6,1,0,16,69,1925
"1989",1994,6,1,0,16,39,1955
"1990",1994,8,1,0,13,59,1935
"1991",1994,6,1,0,12,49,1945
"1992",1994,4,0,0,12,64,1930
"1993",1994,6,0,0,12,59,1935
"1994",1994,6,1,0,14,29,1965
"1995",1994,9,1,0,12,64,1930
"1996",1994,7,1,0,14,34,1960
"1997",1994,5,1,0,10,64,1930
"1998",1994,5,0,1,12,79,1915
"1999",1994,2,0,0,7,59,1935
"2000",1994,4,0,0,13,74,1920
"2001",1994,6,1,0,17,34,1960
"2002",1994,5,0,0,13,54,1940
"2003",1994,10,0,0,18,39,1955
"2004",1994,6,1,0,8,54,1940
"2005",1994,4,0,0,10,44,1950
"2006",1994,5,0,0,12,34,1960
"2007",1994,6,0,0,8,74,1920
"2008",1994,6,1,0,13,34,1960
"2009",1994,8,1,0,14,69,1925
"2010",1994,9,0,0,19,79,1915
"2011",1994,5,0,0,16,24,1970
"2012",1994,6,0,0,16,54,1940
"2013",1994,4,0,0,6,59,1935
"2014",1994,3,0,0,13,69,1925
"2015",1994,7,1,0,11,19,1975
"2016",1994,9,1,0,16,39,1955
"2017",1994,5,0,0,12,49,1945
"2018",1994,6,1,0,14,24,1970
"2019",1994,5,1,0,14,39,1955
"2020",1994,0,0,1,4,54,1940
"2021",1994,6,1,0,16,54,1940
"2022",1994,10,1,0,16,49,1945
"2023",1994,5,0,0,18,54,1940
"2024",1994,8,1,0,12,34,1960
"2025",1994,6,1,0,12,39,1955
"2026",1994,6,1,0,12,54,1940
"2027",1994,4,1,0,12,24,1970
"2028",1994,9,1,0,12,19,1975
"2029",1994,10,0,0,20,44,1950
"2030",1994,7,0,0,12,24,1970
"2031",1994,6,1,1,18,39,1955
"2032",1994,3,1,1,12,59,1935
"2033",1994,4,1,1,13,39,1955
"2034",1994,4,1,0,13,64,1930
"2035",1994,6,1,0,12,69,1925
"2036",1994,6,1,0,9,29,1965
"2037",1994,7,1,0,14,49,1945
"2038",1994,3,0,0,12,24,1970
"2039",1994,4,1,0,9,29,1965
"2040",1994,5,1,0,16,89,1905
"2041",1994,5,1,0,12,79,1915
"2042",1994,6,1,0,12,34,1960
"2043",1994,9,0,0,15,34,1960
"2044",1994,7,0,0,10,69,1925
"2045",1994,6,1,0,14,34,1960
"2046",1994,6,1,0,9,39,1955
"2047",1994,4,0,1,15,29,1965
"2048",1994,4,0,0,11,19,1975
"2049",1994,8,1,0,13,49,1945
"2050",1994,7,1,1,12,24,1970
"2051",1994,6,1,1,12,39,1955
"2052",1994,5,1,1,10,24,1970
"2053",1994,4,0,1,15,34,1960
"2054",1994,5,0,0,15,54,1940
"2055",1994,3,0,0,12,29,1965
"2056",1994,5,0,1,12,19,1975
"2057",1994,8,1,0,12,59,1935
"2058",1994,6,0,0,12,69,1925
"2059",1994,7,1,0,12,54,1940
"2060",1994,5,1,1,12,34,1960
"2061",1994,1,1,1,8,54,1940
"2062",1994,2,1,1,12,29,1965
"2063",1994,1,0,0,20,49,1945
"2064",1994,5,0,0,18,34,1960
"2065",1994,6,0,0,12,44,1950
"2066",1994,6,1,0,8,59,1935
"2067",1994,10,1,0,16,39,1955
"2068",1994,3,0,1,16,24,1970
"2069",1994,8,1,0,15,74,1920
"2070",1994,6,0,0,3,59,1935
"2071",1994,5,0,0,8,34,1960
"2072",1994,2,0,1,12,59,1935
"2073",1994,7,1,0,12,84,1910
"2074",1994,6,1,0,12,59,1935
"2075",1994,6,1,0,10,44,1950
"2076",1994,8,0,0,15,59,1935
"2077",1994,7,1,0,16,49,1945
"2078",1994,5,0,1,14,34,1960
"2079",1994,6,1,0,12,59,1935
"2080",1994,5,1,0,12,54,1940
"2081",1994,6,0,0,12,69,1925
"2082",1994,5,1,0,12,64,1930
"2083",1994,5,0,0,13,34,1960
"2084",1994,10,1,0,18,54,1940
"2085",1994,6,0,0,15,24,1970
"2086",1994,7,1,0,20,29,1965
"2087",1994,8,1,0,14,34,1960
"2088",1994,5,0,0,13,49,1945
"2089",1994,5,1,0,12,74,1920
"2090",1994,3,0,0,12,24,1970
"2091",1994,6,0,0,12,59,1935
"2092",1994,10,1,0,16,54,1940
"2093",1994,7,0,0,12,44,1950
"2094",1994,5,0,0,13,49,1945
"2095",1994,6,1,0,14,29,1965
"2096",1994,5,1,0,9,24,1970
"2097",1994,8,1,0,14,44,1950
"2098",1994,8,1,0,12,49,1945
"2099",1994,9,0,0,19,44,1950
"2100",1994,8,0,0,12,39,1955
"2101",1994,7,0,0,11,34,1960
"2102",1994,6,1,0,10,54,1940
"2103",1994,8,0,0,12,49,1945
"2104",1994,6,0,0,12,44,1950
"2105",1994,8,0,0,12,34,1960
"2106",1994,7,1,0,8,84,1910
"2107",1994,5,1,0,12,39,1955
"2108",1994,4,0,0,12,34,1960
"2109",1994,10,1,0,16,64,1930
"2110",1994,7,0,0,12,44,1950
"2111",1994,1,0,0,5,89,1905
"2112",1994,5,1,0,12,44,1950
"2113",1994,6,0,0,12,34,1960
"2114",1994,6,1,0,13,24,1970
"2115",1994,5,0,0,12,34,1960
"2116",1994,5,1,0,12,64,1930
"2117",1994,6,1,0,12,49,1945
"2118",1994,9,0,0,16,29,1965
"2119",1994,8,1,0,18,29,1965
"2120",1994,10,1,0,16,49,1945
"2121",1994,9,1,0,20,29,1965
"2122",1994,9,1,0,12,39,1955
"2123",1994,8,0,0,12,34,1960
"2124",1994,5,0,0,12,24,1970
"2125",1994,6,0,0,12,69,1925
"2126",1994,6,1,0,16,44,1950
"2127",1994,7,1,0,14,49,1945
"2128",1994,4,1,0,11,19,1975
"2129",1994,5,1,0,13,24,1970
"2130",1994,7,1,0,12,39,1955
"2131",1994,1,0,0,18,39,1955
"2132",1994,8,1,0,8,89,1905
"2133",1994,5,0,0,14,29,1965
"2134",1994,4,1,1,12,44,1950
"2135",1994,3,1,0,4,74,1920
"2136",1994,6,1,0,13,64,1930
"2137",1994,5,1,0,12,59,1935
"2138",1994,4,0,0,15,44,1950
"2139",1994,7,1,0,18,74,1920
"2140",1994,3,0,0,4,74,1920
"2141",1994,3,1,0,8,84,1910
"2142",1994,8,1,0,15,59,1935
"2143",1994,6,0,0,12,69,1925
"2144",1994,3,1,1,5,79,1915
"2145",1994,9,0,0,11,79,1915
"2146",1994,5,0,0,12,34,1960
"2147",1994,5,0,0,12,54,1940
"2148",1994,5,0,0,12,69,1925
"2149",1994,1,1,1,11,44,1950
"2150",1994,5,1,0,11,69,1925
"2151",1994,6,1,0,16,54,1940
"2152",1994,6,0,0,12,19,1975
"2153",1994,7,1,0,11,39,1955
"2154",1994,5,1,0,8,84,1910
"2155",1994,8,1,0,11,19,1975
"2156",1994,5,0,0,16,24,1970
"2157",1994,5,0,0,11,54,1940
"2158",1994,6,1,0,11,49,1945
"2159",1994,6,0,0,13,39,1955
"2160",1994,6,1,0,9,74,1920
"2161",1994,3,1,0,12,29,1965
"2162",1994,4,0,0,16,39,1955
"2163",1994,6,1,1,13,49,1945
"2164",1994,4,1,0,11,39,1955
"2165",1994,8,1,0,18,54,1940
"2166",1994,5,0,0,14,34,1960
"2167",1994,5,1,0,8,89,1905
"2168",1994,6,1,0,16,49,1945
"2169",1994,2,0,0,12,54,1940
"2170",1994,6,1,0,12,39,1955
"2171",1994,6,1,0,9,59,1935
"2172",1994,5,0,0,12,39,1955
"2173",1994,6,1,0,17,89,1905
"2174",1994,7,0,0,8,79,1915
"2175",1994,7,0,0,13,39,1955
"2176",1994,4,1,1,14,34,1960
"2177",1994,2,0,0,13,64,1930
"2178",1994,6,0,1,12,74,1920
"2179",1996,7,1,1,17,51,1945
"2180",1996,10,0,0,16,31,1965
"2181",1996,7,0,1,15,41,1955
"2182",1996,9,0,0,16,26,1970
"2183",1996,5,0,1,14,61,1935
"2184",1996,5,0,0,12,41,1955
"2185",1996,7,0,0,12,51,1945
"2186",1996,5,0,0,16,26,1970
"2187",1996,6,1,0,10,81,1915
"2188",1996,4,1,1,11,86,1910
"2189",1996,6,1,0,10,21,1975
"2190",1996,6,0,0,12,36,1960
"2191",1996,6,1,0,12,41,1955
"2192",1996,4,1,0,14,46,1950
"2193",1996,7,1,1,14,31,1965
"2194",1996,6,1,0,16,31,1965
"2195",1996,4,0,0,13,31,1965
"2196",1996,7,1,0,13,31,1965
"2197",1996,7,0,0,14,41,1955
"2198",1996,5,1,1,14,41,1955
"2199",1996,6,0,0,17,51,1945
"2200",1996,6,1,0,13,36,1960
"2201",1996,9,1,0,12,81,1915
"2202",1996,6,0,0,16,61,1935
"2203",1996,5,1,0,9,76,1920
"2204",1996,8,0,0,15,51,1945
"2205",1996,7,0,0,12,26,1970
"2206",1996,6,0,0,10,86,1910
"2207",1996,1,0,1,8,46,1950
"2208",1996,6,0,1,14,31,1965
"2209",1996,2,1,1,12,56,1940
"2210",1996,6,0,0,13,31,1965
"2211",1996,4,1,1,12,26,1970
"2212",1996,5,1,1,16,31,1965
"2213",1996,9,0,0,12,61,1935
"2214",1996,7,0,1,14,41,1955
"2215",1996,6,1,1,14,36,1960
"2216",1996,5,1,1,9,66,1930
"2217",1996,6,0,0,13,36,1960
"2218",1996,5,1,0,12,36,1960
"2219",1996,5,1,0,12,31,1965
"2220",1996,4,1,0,13,56,1940
"2221",1996,7,0,0,16,46,1950
"2222",1996,7,1,0,12,71,1925
"2223",1996,8,1,1,16,31,1965
"2224",1996,6,1,1,11,21,1975
"2225",1996,4,1,0,12,81,1915
"2226",1996,6,1,0,12,61,1935
"2227",1996,8,0,0,20,31,1965
"2228",1996,4,0,0,12,41,1955
"2229",1996,4,1,0,12,41,1955
"2230",1996,10,0,0,19,56,1940
"2231",1996,7,0,0,14,21,1975
"2232",1996,8,1,0,18,56,1940
"2233",1996,7,1,0,14,36,1960
"2234",1996,6,1,1,15,46,1950
"2235",1996,7,1,0,16,51,1945
"2236",1996,10,1,0,18,31,1965
"2237",1996,3,0,0,14,51,1945
"2238",1996,7,1,0,18,81,1915
"2239",1996,5,1,0,12,71,1925
"2240",1996,4,0,0,18,41,1955
"2241",1996,10,1,0,15,56,1940
"2242",1996,7,0,0,17,46,1950
"2243",1996,6,1,0,12,86,1910
"2244",1996,6,1,0,16,31,1965
"2245",1996,10,1,0,16,51,1945
"2246",1996,6,0,0,12,51,1945
"2247",1996,6,1,0,11,66,1930
"2248",1996,4,0,0,16,41,1955
"2249",1996,8,1,0,16,56,1940
"2250",1996,4,0,0,14,51,1945
"2251",1996,5,1,0,13,46,1950
"2252",1996,6,0,0,14,36,1960
"2253",1996,8,0,0,12,36,1960
"2254",1996,1,1,1,13,41,1955
"2255",1996,5,1,1,12,56,1940
"2256",1996,6,1,0,12,51,1945
"2257",1996,9,0,0,20,26,1970
"2258",1996,8,0,0,16,31,1965
"2259",1996,10,0,0,13,56,1940
"2260",1996,5,0,0,16,26,1970
"2261",1996,2,0,0,17,51,1945
"2262",1996,8,0,0,16,26,1970
"2263",1996,2,0,0,12,21,1975
"2264",1996,8,1,0,20,31,1965
"2265",1996,5,0,0,13,26,1970
"2266",1996,3,0,0,12,36,1960
"2267",1996,9,1,0,18,36,1960
"2268",1996,4,1,1,10,26,1970
"2269",1996,4,0,0,8,61,1935
"2270",1996,8,0,1,18,46,1950
"2271",1996,5,0,0,12,36,1960
"2272",1996,6,0,0,14,26,1970
"2273",1996,7,1,0,18,41,1955
"2274",1996,5,1,0,12,31,1965
"2275",1996,6,1,0,15,41,1955
"2276",1996,5,0,0,12,21,1975
"2277",1996,10,1,0,13,56,1940
"2278",1996,6,0,0,12,41,1955
"2279",1996,5,0,0,6,76,1920
"2280",1996,4,0,0,15,36,1960
"2281",1996,6,1,0,16,26,1970
"2282",1996,4,1,0,17,26,1970
"2283",1996,6,0,1,12,26,1970
"2284",1996,5,0,0,9,61,1935
"2285",1996,6,1,0,12,26,1970
"2286",1996,5,1,0,12,41,1955
"2287",1996,7,0,0,12,41,1955
"2288",1996,7,1,0,14,41,1955
"2289",1996,7,1,0,12,71,1925
"2290",1996,3,1,1,12,36,1960
"2291",1996,5,1,1,12,41,1955
"2292",1996,7,0,0,15,36,1960
"2293",1996,5,1,0,12,51,1945
"2294",1996,7,0,0,13,36,1960
"2295",1996,8,0,0,16,46,1950
"2296",1996,3,0,0,14,31,1965
"2297",1996,6,0,0,12,21,1975
"2298",1996,7,1,0,12,46,1950
"2299",1996,7,1,0,12,36,1960
"2300",1996,8,1,0,18,66,1930
"2301",1996,1,1,1,12,21,1975
"2302",1996,6,0,1,12,41,1955
"2303",1996,5,1,1,12,56,1940
"2304",1996,6,1,1,12,41,1955
"2305",1996,6,1,0,14,46,1950
"2306",1996,9,0,0,18,51,1945
"2307",1996,10,0,0,20,46,1950
"2308",1996,8,1,0,18,41,1955
"2309",1996,2,0,0,17,26,1970
"2310",1996,4,1,1,12,31,1965
"2311",1996,6,0,0,13,51,1945
"2312",1996,5,0,0,12,31,1965
"2313",1996,7,1,0,13,36,1960
"2314",1996,5,0,0,14,26,1970
"2315",1996,5,1,1,13,21,1975
"2316",1996,6,0,0,12,26,1970
"2317",1996,6,1,0,12,66,1930
"2318",1996,4,0,0,10,46,1950
"2319",1996,3,1,0,12,31,1965
"2320",1996,9,1,0,16,56,1940
"2321",1996,9,1,0,20,46,1950
"2322",1996,10,0,0,18,41,1955
"2323",1996,6,1,0,15,46,1950
"2324",1996,7,0,0,18,26,1970
"2325",1996,5,1,0,15,41,1955
"2326",1996,6,0,0,12,46,1950
"2327",1996,6,0,0,13,71,1925
"2328",1996,2,0,0,12,61,1935
"2329",1996,9,1,0,12,86,1910
"2330",1996,6,1,0,14,36,1960
"2331",1996,6,1,0,16,26,1970
"2332",1996,7,1,0,13,31,1965
"2333",1996,2,0,1,12,66,1930
"2334",1996,4,0,0,12,56,1940
"2335",1996,5,0,0,9,21,1975
"2336",1996,8,1,0,18,36,1960
"2337",1996,7,1,0,12,21,1975
"2338",1996,5,1,0,12,56,1940
"2339",1996,7,1,0,14,26,1970
"2340",1996,6,0,0,12,21,1975
"2341",1996,6,1,0,16,61,1935
"2342",1996,10,1,0,16,36,1960
"2343",1996,5,1,1,8,51,1945
"2344",1996,4,1,0,14,26,1970
"2345",1996,8,0,0,18,56,1940
"2346",1996,8,1,0,14,41,1955
"2347",1996,4,1,0,10,51,1945
"2348",1996,9,0,0,14,66,1930
"2349",1996,7,0,0,20,41,1955
"2350",1996,7,1,0,15,46,1950
"2351",1996,7,1,0,13,36,1960
"2352",1996,7,0,0,17,31,1965
"2353",1996,8,1,0,18,26,1970
"2354",1996,5,0,0,14,51,1945
"2355",1996,5,0,1,13,41,1955
"2356",1996,7,0,1,14,41,1955
"2357",1996,5,0,1,13,51,1945
"2358",1996,8,1,0,14,46,1950
"2359",1996,6,0,0,12,66,1930
"2360",1996,7,0,1,14,36,1960
"2361",1996,4,0,0,8,26,1970
"2362",1996,9,0,0,13,51,1945
"2363",1996,6,0,0,10,21,1975
"2364",1996,5,1,0,12,81,1915
"2365",1996,5,1,0,12,36,1960
"2366",1996,6,0,0,15,51,1945
"2367",1996,7,0,0,15,31,1965
"2368",1996,4,1,0,12,81,1915
"2369",1996,3,0,1,12,41,1955
"2370",1996,8,1,0,13,31,1965
"2371",1996,2,0,0,12,26,1970
"2372",1996,6,1,0,12,51,1945
"2373",1996,5,1,0,8,86,1910
"2374",1996,6,1,0,18,66,1930
"2375",1996,8,0,0,15,51,1945
"2376",1996,9,1,0,13,51,1945
"2377",1996,6,0,0,10,56,1940
"2378",1996,6,1,0,12,46,1950
"2379",1996,5,1,0,9,21,1975
"2380",1996,9,0,0,20,56,1940
"2381",1996,2,1,0,12,36,1960
"2382",1996,5,1,0,11,86,1910
"2383",1996,5,1,0,12,41,1955
"2384",1996,8,1,0,19,26,1970
"2385",1996,10,1,0,14,76,1920
"2386",1996,7,0,0,14,21,1975
"2387",1996,5,0,1,19,41,1955
"2388",1996,4,0,0,12,31,1965
"2389",1996,4,1,0,14,51,1945
"2390",1996,10,1,0,19,61,1935
"2391",1996,6,1,0,20,46,1950
"2392",1996,5,0,0,13,41,1955
"2393",1996,4,1,0,10,26,1970
"2394",1996,6,0,0,13,21,1975
"2395",1996,10,0,0,15,36,1960
"2396",1996,5,1,0,10,36,1960
"2397",1996,9,1,0,12,56,1940
"2398",1996,6,1,0,14,31,1965
"2399",1996,5,1,0,12,36,1960
"2400",1996,7,1,0,13,36,1960
"2401",1996,3,0,0,12,61,1935
"2402",1996,5,1,0,14,56,1940
"2403",1996,8,0,0,13,71,1925
"2404",1996,7,1,0,14,41,1955
"2405",1996,7,0,0,14,26,1970
"2406",1996,9,1,0,18,41,1955
"2407",1996,8,0,0,14,46,1950
"2408",1996,7,0,0,13,26,1970
"2409",1996,9,0,0,13,46,1950
"2410",1996,5,0,0,16,26,1970
"2411",1996,7,0,0,12,21,1975
"2412",1996,3,0,0,12,21,1975
"2413",1996,8,1,0,16,66,1930
"2414",1996,5,1,0,12,41,1955
"2415",1996,4,0,0,11,21,1975
"2416",1996,7,1,0,12,81,1915
"2417",1996,7,1,0,10,86,1910
"2418",1996,3,0,0,6,61,1935
"2419",1996,7,1,0,14,61,1935
"2420",1996,9,1,0,12,71,1925
"2421",1996,7,1,0,10,56,1940
"2422",1996,2,1,0,8,86,1910
"2423",1996,6,1,0,19,56,1940
"2424",1996,8,1,0,19,56,1940
"2425",1996,7,1,0,16,26,1970
"2426",1996,6,1,0,13,41,1955
"2427",1996,5,0,0,12,21,1975
"2428",1996,6,0,1,19,51,1945
"2429",1996,5,1,0,16,46,1950
"2430",1996,3,0,0,12,56,1940
"2431",1996,5,0,0,13,66,1930
"2432",1996,9,1,0,16,41,1955
"2433",1996,4,1,0,12,21,1975
"2434",1996,4,1,0,10,76,1920
"2435",1996,4,1,0,14,36,1960
"2436",1996,4,0,0,9,76,1920
"2437",1996,8,1,0,12,36,1960
"2438",1996,6,1,0,5,71,1925
"2439",1996,4,0,0,12,76,1920
"2440",1996,3,1,1,3,86,1910
"2441",1996,1,1,1,12,31,1965
"2442",1996,4,0,1,12,56,1940
"2443",1996,5,0,0,11,21,1975
"2444",1996,6,0,0,12,31,1965
"2445",1996,4,1,0,10,36,1960
"2446",1996,3,1,0,3,56,1940
"2447",1996,5,0,0,16,56,1940
"2448",1996,7,0,0,16,61,1935
"2449",1996,5,1,0,12,21,1975
"2450",1996,2,1,1,3,71,1925
"2451",1996,6,1,0,7,66,1930
"2452",1996,3,1,0,12,21,1975
"2453",1996,6,1,0,15,36,1960
"2454",1996,6,1,0,12,31,1965
"2455",1996,5,1,0,12,61,1935
"2456",1996,2,1,1,3,41,1955
"2457",1996,7,1,0,16,26,1970
"2458",1996,10,0,0,13,56,1940
"2459",1996,5,1,0,12,51,1945
"2460",1996,5,0,0,12,41,1955
"2461",1996,8,1,0,16,46,1950
"2462",1996,2,1,0,10,71,1925
"2463",1996,8,0,0,15,56,1940
"2464",1996,7,1,0,12,46,1950
"2465",1996,8,1,0,12,61,1935
"2466",1996,3,0,0,10,51,1945
"2467",1996,6,1,0,16,36,1960
"2468",1996,5,0,0,13,51,1945
"2469",1996,2,1,0,12,26,1970
"2470",1996,8,0,0,14,36,1960
"2471",1996,6,1,0,12,21,1975
"2472",1996,6,1,0,13,41,1955
"2473",1996,6,0,0,17,26,1970
"2474",1996,6,0,0,14,41,1955
"2475",1996,9,1,0,12,36,1960
"2476",1996,5,0,0,15,56,1940
"2477",1996,5,1,0,14,51,1945
"2478",1996,6,0,0,12,66,1930
"2479",1996,4,1,0,12,76,1920
"2480",1996,8,1,0,15,46,1950
"2481",1996,7,1,0,13,56,1940
"2482",1996,5,1,0,11,31,1965
"2483",1998,5,0,0,16,33,1965
"2484",1998,7,0,0,12,43,1955
"2485",1998,9,1,0,14,48,1950
"2486",1998,8,1,0,19,38,1960
"2487",1998,7,1,1,11,73,1925
"2488",1998,6,1,1,20,48,1950
"2489",1998,9,0,0,20,33,1965
"2490",1998,8,1,1,16,48,1950
"2491",1998,7,0,0,16,23,1975
"2492",1998,6,1,0,12,48,1950
"2493",1998,9,0,0,12,43,1955
"2494",1998,2,0,0,16,48,1950
"2495",1998,5,0,0,8,48,1950
"2496",1998,8,1,0,14,53,1945
"2497",1998,4,0,0,12,33,1965
"2498",1998,9,1,0,19,43,1955
"2499",1998,0,0,0,13,33,1965
"2500",1998,10,0,0,20,38,1960
"2501",1998,5,1,0,16,28,1970
"2502",1998,9,1,0,18,48,1950
"2503",1998,7,0,0,14,38,1960
"2504",1998,10,0,0,19,53,1945
"2505",1998,9,0,1,13,23,1975
"2506",1998,0,0,0,17,38,1960
"2507",1998,6,1,0,18,43,1955
"2508",1998,7,0,0,16,48,1950
"2509",1998,8,1,0,13,48,1950
"2510",1998,7,0,0,16,33,1965
"2511",1998,6,0,0,12,23,1975
"2512",1998,8,1,0,16,28,1970
"2513",1998,6,1,1,12,28,1970
"2514",1998,6,0,0,11,63,1935
"2515",1998,7,1,0,18,28,1970
"2516",1998,4,1,1,12,53,1945
"2517",1998,4,1,0,3,73,1925
"2518",1998,10,1,0,12,88,1910
"2519",1998,8,0,0,16,33,1965
"2520",1998,6,1,0,13,33,1965
"2521",1998,7,0,0,12,83,1915
"2522",1998,8,0,0,16,68,1930
"2523",1998,4,1,1,12,28,1970
"2524",1998,6,1,0,12,78,1920
"2525",1998,6,1,0,9,68,1930
"2526",1998,10,1,0,16,53,1945
"2527",1998,6,1,0,16,23,1975
"2528",1998,7,1,0,17,53,1945
"2529",1998,7,1,0,15,38,1960
"2530",1998,7,1,0,12,58,1940
"2531",1998,10,1,0,16,33,1965
"2532",1998,6,0,0,16,23,1975
"2533",1998,8,0,0,14,38,1960
"2534",1998,8,0,0,11,33,1965
"2535",1998,7,1,0,14,73,1925
"2536",1998,1,1,1,8,68,1930
"2537",1998,5,0,0,9,28,1970
"2538",1998,9,1,0,17,58,1940
"2539",1998,5,1,0,18,38,1960
"2540",1998,8,1,0,12,73,1925
"2541",1998,5,1,0,12,78,1920
"2542",1998,10,1,0,16,43,1955
"2543",1998,9,1,0,14,53,1945
"2544",1998,6,0,1,12,23,1975
"2545",1998,1,0,0,14,48,1950
"2546",1998,3,0,0,11,33,1965
"2547",1998,7,1,0,16,38,1960
"2548",1998,5,1,0,16,63,1935
"2549",1998,6,1,0,12,73,1925
"2550",1998,8,1,0,12,63,1935
"2551",1998,8,1,0,16,23,1975
"2552",1998,9,1,0,14,63,1935
"2553",1998,7,1,0,18,63,1935
"2554",1998,6,0,0,12,33,1965
"2555",1998,5,0,0,12,28,1970
"2556",1998,6,1,1,12,28,1970
"2557",1998,7,1,0,16,33,1965
"2558",1998,6,0,0,12,33,1965
"2559",1998,2,1,0,8,68,1930
"2560",1998,6,0,0,9,63,1935
"2561",1998,5,1,0,14,68,1930
"2562",1998,5,0,0,16,23,1975
"2563",1998,5,1,0,9,73,1925
"2564",1998,9,1,0,14,53,1945
"2565",1998,10,1,0,15,33,1965
"2566",1998,10,0,0,12,53,1945
"2567",1998,6,0,0,12,58,1940
"2568",1998,8,0,0,14,43,1955
"2569",1998,7,1,0,12,33,1965
"2570",1998,10,0,0,16,48,1950
"2571",1998,4,0,0,12,38,1960
"2572",1998,6,1,0,14,38,1960
"2573",1998,6,0,0,12,33,1965
"2574",1998,8,0,0,13,58,1940
"2575",1998,2,0,0,10,48,1950
"2576",1998,7,0,0,12,38,1960
"2577",1998,2,1,0,13,73,1925
"2578",1998,7,0,0,13,43,1955
"2579",1998,7,0,0,18,33,1965
"2580",1998,8,1,0,17,33,1965
"2581",1998,10,1,0,17,28,1970
"2582",1998,6,1,0,15,28,1970
"2583",1998,6,1,0,16,43,1955
"2584",1998,5,1,1,15,43,1955
"2585",1998,6,0,1,16,33,1965
"2586",1998,4,1,1,18,58,1940
"2587",1998,8,1,0,13,38,1960
"2588",1998,9,0,0,19,28,1970
"2589",1998,7,0,0,14,28,1970
"2590",1998,5,1,0,12,23,1975
"2591",1998,8,1,1,16,23,1975
"2592",1998,7,0,0,2,28,1970
"2593",1998,6,0,0,16,33,1965
"2594",1998,5,1,0,12,68,1930
"2595",1998,5,1,0,16,28,1970
"2596",1998,6,1,0,12,33,1965
"2597",1998,9,0,0,20,38,1960
"2598",1998,5,1,0,14,23,1975
"2599",1998,6,1,0,9,33,1965
"2600",1998,9,0,0,16,38,1960
"2601",1998,5,0,0,13,63,1935
"2602",1998,9,0,0,14,38,1960
"2603",1998,7,0,0,18,38,1960
"2604",1998,6,0,0,16,23,1975
"2605",1998,10,1,0,16,43,1955
"2606",1998,5,0,0,16,38,1960
"2607",1998,5,1,0,16,28,1970
"2608",1998,8,1,0,16,48,1950
"2609",1998,8,1,0,18,33,1965
"2610",1998,6,1,1,16,23,1975
"2611",1998,7,1,1,16,28,1970
"2612",1998,5,1,1,10,33,1965
"2613",1998,4,1,1,13,23,1975
"2614",1998,5,1,1,12,23,1975
"2615",1998,6,0,0,20,43,1955
"2616",1998,10,1,0,16,63,1935
"2617",1998,4,1,1,12,38,1960
"2618",1998,7,0,0,12,73,1925
"2619",1998,6,0,0,12,38,1960
"2620",1998,7,1,0,12,43,1955
"2621",1998,4,0,0,15,78,1920
"2622",1998,3,1,0,11,28,1970
"2623",1998,7,1,0,13,43,1955
"2624",1998,5,0,0,8,88,1910
"2625",1998,6,1,1,12,58,1940
"2626",1998,7,0,0,13,28,1970
"2627",1998,3,0,0,12,88,1910
"2628",1998,10,0,0,19,63,1935
"2629",1998,9,1,0,16,58,1940
"2630",1998,6,0,0,14,28,1970
"2631",1998,6,0,0,13,28,1970
"2632",1998,7,1,0,11,83,1915
"2633",1998,1,0,0,8,73,1925
"2634",1998,3,1,1,13,28,1970
"2635",1998,5,1,0,13,38,1960
"2636",1998,6,0,1,14,33,1965
"2637",1998,7,0,0,14,43,1955
"2638",1998,10,0,0,17,43,1955
"2639",1998,6,1,0,13,28,1970
"2640",1998,6,0,0,12,33,1965
"2641",1998,10,0,0,20,48,1950
"2642",1998,5,0,0,11,73,1925
"2643",1998,5,1,0,12,33,1965
"2644",1998,5,1,1,12,48,1950
"2645",1998,2,1,1,11,28,1970
