"","Period","WORDSUM","SEX","RACE","EDUC","AGE","Cohort"
"3344",2006,8,0,0,16,61,1945
"3345",2006,8,1,0,16,41,1965
"3346",2006,4,1,0,11,71,1935
"3347",2006,6,0,0,14,41,1965
"3348",2006,6,1,0,16,61,1945
"3349",2006,9,0,0,18,36,1970
"3350",2006,9,1,0,20,71,1935
"3351",2006,9,0,0,16,51,1955
"3352",2006,9,0,0,16,81,1925
"3353",2006,7,0,1,17,26,1980
"3354",2006,5,1,0,14,21,1985
"3355",2006,5,1,0,16,21,1985
"3356",2006,9,0,0,16,26,1980
"3357",2006,4,1,0,14,66,1940
"3358",2006,1,1,0,14,76,1930
"3359",2006,7,1,1,16,36,1970
"3360",2006,8,1,0,14,66,1940
"3361",2006,9,1,0,16,26,1980
"3362",2006,7,1,1,6,41,1965
"3363",2006,8,1,0,16,61,1945
"3364",2006,3,0,0,12,31,1975
"3365",2006,6,1,0,14,51,1955
"3366",2006,6,0,0,14,56,1950
"3367",2006,3,0,0,5,66,1940
"3368",2006,5,0,0,15,21,1985
"3369",2006,6,1,0,16,26,1980
"3370",2006,3,0,0,12,71,1935
"3371",2006,5,1,0,15,46,1960
"3372",2006,6,1,1,8,71,1935
"3373",2006,8,1,0,16,41,1965
"3374",2006,6,1,0,14,76,1930
"3375",2006,7,0,0,14,51,1955
"3376",2006,8,1,0,13,46,1960
"3377",2006,6,0,0,14,56,1950
"3378",2006,4,1,0,12,51,1955
"3379",2006,10,0,0,16,61,1945
"3380",2006,4,1,0,11,71,1935
"3381",2006,8,1,0,6,21,1985
"3382",2006,6,0,0,17,31,1975
"3383",2006,6,1,0,12,36,1970
"3384",2006,10,0,0,14,51,1955
"3385",2006,7,1,0,10,56,1950
"3386",2006,5,1,0,12,56,1950
"3387",2006,2,1,0,12,51,1955
"3388",2006,7,1,0,14,21,1985
"3389",2006,6,1,0,12,21,1985
"3390",2006,7,0,0,19,26,1980
"3391",2006,7,1,0,14,21,1985
"3392",2006,5,1,0,12,56,1950
"3393",2006,9,0,0,15,31,1975
"3394",2006,9,1,0,17,71,1935
"3395",2006,8,1,0,14,66,1940
"3396",2006,5,0,0,12,21,1985
"3397",2006,5,0,0,14,36,1970
"3398",2006,8,0,0,13,41,1965
"3399",2006,10,1,0,15,51,1955
"3400",2006,10,1,0,20,41,1965
"3401",2006,2,0,0,8,81,1925
"3402",2006,5,0,0,10,66,1940
"3403",2006,4,0,0,15,56,1950
"3404",2006,6,1,0,12,66,1940
"3405",2006,8,1,0,12,61,1945
"3406",2006,10,0,0,20,76,1930
"3407",2006,8,0,0,13,61,1945
"3408",2006,7,0,0,14,46,1960
"3409",2006,7,1,0,13,26,1980
"3410",2006,4,0,0,13,41,1965
"3411",2006,5,0,0,16,41,1965
"3412",2006,6,0,0,12,76,1930
"3413",2006,6,1,0,10,46,1960
"3414",2006,4,0,0,11,71,1935
"3415",2006,6,0,0,11,46,1960
"3416",2006,6,0,0,12,61,1945
"3417",2006,6,0,0,14,41,1965
"3418",2006,8,1,0,12,56,1950
"3419",2006,6,1,0,12,26,1980
"3420",2006,4,0,0,12,46,1960
"3421",2006,4,0,0,11,26,1980
"3422",2006,4,1,0,12,36,1970
"3423",2006,5,1,0,12,86,1920
"3424",2006,7,0,0,12,46,1960
"3425",2006,6,1,0,12,26,1980
"3426",2006,6,1,1,14,26,1980
"3427",2006,8,0,0,16,41,1965
"3428",2006,3,1,1,12,31,1975
"3429",2006,5,0,0,12,51,1955
"3430",2006,5,1,0,14,46,1960
"3431",2006,5,1,0,11,56,1950
"3432",2006,8,0,0,11,61,1945
"3433",2006,6,0,0,8,71,1935
"3434",2006,7,1,0,15,66,1940
"3435",2006,3,1,0,11,56,1950
"3436",2006,4,1,0,13,61,1945
"3437",2006,6,1,0,18,51,1955
"3438",2006,7,0,0,13,56,1950
"3439",2006,8,1,0,14,46,1960
"3440",2006,0,1,1,20,41,1965
"3441",2006,6,0,0,12,61,1945
"3442",2006,6,1,0,13,66,1940
"3443",2006,3,1,0,12,76,1930
"3444",2006,3,0,1,12,26,1980
"3445",2006,5,1,1,14,26,1980
"3446",2006,5,0,1,12,41,1965
"3447",2006,4,1,1,12,36,1970
"3448",2006,6,0,0,12,36,1970
"3449",2006,5,1,1,11,51,1955
"3450",2006,7,0,0,12,56,1950
"3451",2006,7,1,0,14,51,1955
"3452",2006,5,1,0,13,31,1975
"3453",2006,6,1,0,12,36,1970
"3454",2006,8,0,0,13,46,1960
"3455",2006,6,0,1,18,36,1970
"3456",2006,7,1,0,12,71,1935
"3457",2006,6,0,0,14,41,1965
"3458",2006,9,1,0,16,71,1935
"3459",2006,7,1,0,13,46,1960
"3460",2006,5,1,0,13,26,1980
"3461",2006,7,1,0,15,21,1985
"3462",2006,10,0,0,14,71,1935
"3463",2006,6,1,0,12,41,1965
"3464",2006,9,1,0,13,66,1940
"3465",2006,7,0,0,12,36,1970
"3466",2006,8,1,0,12,81,1925
"3467",2006,5,1,0,12,46,1960
"3468",2006,8,0,0,16,71,1935
"3469",2006,7,0,0,10,46,1960
"3470",2006,9,1,0,16,86,1920
"3471",2006,6,0,0,12,46,1960
