"","YEAR","SEX","RACE","EDUC","AGE"
"38373",2002,1,1,8,76
"38374",2002,1,1,18,46
"38375",2002,1,2,14,34
"38376",2002,1,1,14,50
"38377",2002,2,1,13,44
"38378",2002,1,1,12,31
"38379",2002,2,1,20,52
"38380",2002,1,1,12,70
"38381",2002,2,2,14,36
"38382",2002,2,3,10,52
"38383",2002,2,2,7,89
"38384",2002,2,2,13,28
"38385",2002,1,1,9,46
"38386",2002,2,1,12,56
"38387",2002,1,1,9,33
"38388",2002,1,1,12,31
"38389",2002,2,1,10,42
"38390",2002,1,1,12,59
"38391",2002,2,1,10,23
"38392",2002,1,1,11,53
"38393",2002,1,1,14,21
"38394",2002,2,1,17,25
"38395",2002,1,1,12,38
"38396",2002,1,1,16,54
"38397",2002,1,3,19,34
"38398",2002,1,1,12,27
"38399",2002,1,1,8,53
"38400",2002,1,1,12,54
"38401",2002,2,1,16,49
"38402",2002,2,1,12,50
"38403",2002,1,1,11,31
"38404",2002,2,1,12,64
"38405",2002,1,1,12,37
"38406",2002,1,1,14,67
"38407",2002,2,1,10,55
"38408",2002,2,1,10,33
"38409",2002,2,1,16,23
"38410",2002,1,1,14,37
"38411",2002,1,1,11,30
"38412",2002,2,3,13,28
"38413",2002,2,3,15,60
"38414",2002,2,1,20,57
"38415",2002,2,1,17,57
"38416",2002,2,1,14,56
"38417",2002,1,1,12,54
"38418",2002,2,1,6,42
"38419",2002,2,1,15,43
"38420",2002,1,1,14,57
"38421",2002,1,1,14,33
"38422",2002,2,1,8,39
"38423",2002,1,3,12,41
"38424",2002,2,1,12,27
"38425",2002,2,1,16,43
"38426",2002,1,1,19,27
"38427",2002,1,1,16,36
"38428",2002,2,1,16,51
"38429",2002,2,1,13,59
"38430",2002,2,1,16,45
"38431",2002,1,1,17,44
"38432",2002,1,1,15,41
"38433",2002,2,1,12,20
"38434",2002,1,1,20,28
"38435",2002,1,1,15,51
"38436",2002,1,1,15,32
"38437",2002,1,1,18,34
"38438",2002,2,1,14,49
"38439",2002,2,1,14,59
"38440",2002,1,1,8,69
"38441",2002,1,1,8,34
"38442",2002,2,1,16,50
"38443",2002,2,1,13,48
"38444",2002,1,1,12,46
"38445",2002,2,1,12,22
"38446",2002,2,1,12,34
"38447",2002,1,1,13,28
"38448",2002,1,1,13,31
"38449",2002,2,1,8,80
"38450",2002,1,1,13,52
"38451",2002,2,1,16,47
"38452",2002,2,1,18,62
"38453",2002,1,1,12,62
"38454",2002,1,1,20,48
"38455",2002,1,1,11,19
"38456",2002,1,1,18,39
"38457",2002,1,1,16,38
"38458",2002,2,1,16,52
"38459",2002,1,1,12,52
"38460",2002,2,1,12,41
"38461",2002,1,1,13,43
"38462",2002,2,1,12,62
"38463",2002,2,1,12,81
"38464",2002,2,1,12,42
"38465",2002,1,1,12,47
"38466",2002,1,1,12,49
"38467",2002,2,1,19,55
"38468",2002,1,1,12,44
"38469",2002,2,1,14,46
"38470",2002,1,1,6,74
"38471",2002,2,1,12,19
"38472",2002,2,1,12,31
"38473",2002,1,1,12,26
"38474",2002,2,1,12,69
"38475",2002,2,1,12,71
"38476",2002,1,1,12,35
"38477",2002,2,2,2,44
"38478",2002,2,1,12,19
"38479",2002,2,1,17,44
"38480",2002,1,1,12,28
"38481",2002,2,1,18,53
"38482",2002,1,1,12,59
"38483",2002,2,1,12,72
"38484",2002,1,1,18,59
"38485",2002,1,1,14,39
"38486",2002,1,3,11,22
"38487",2002,1,1,15,31
"38488",2002,1,3,12,66
"38489",2002,2,1,13,76
"38490",2002,1,3,12,43
"38491",2002,2,2,8,76
"38492",2002,2,1,12,61
"38493",2002,2,1,12,30
"38494",2002,2,1,12,50
"38495",2002,2,1,12,54
"38496",2002,1,1,12,47
"38497",2002,1,3,8,36
"38498",2002,2,1,12,70
"38499",2002,1,3,12,26
"38500",2002,2,3,11,54
"38501",2002,2,1,14,43
"38502",2002,2,3,20,52
"38503",2002,1,3,12,43
"38504",2002,2,3,12,37
"38505",2002,2,1,13,51
"38506",2002,2,1,14,35
"38507",2002,2,1,15,35
"38508",2002,1,3,14,25
"38509",2002,2,1,6,87
"38510",2002,1,1,5,81
"38511",2002,1,1,12,62
"38512",2002,2,3,12,40
"38513",2002,2,1,12,45
"38514",2002,1,3,12,21
"38515",2002,2,1,12,43
"38516",2002,2,3,6,67
"38517",2002,2,1,12,35
"38518",2002,1,1,20,51
"38519",2002,2,1,15,43
"38520",2002,2,1,12,80
"38521",2002,2,1,15,48
"38522",2002,1,1,14,43
"38523",2002,2,1,14,48
"38524",2002,1,1,18,75
"38525",2002,1,1,18,68
"38526",2002,1,1,17,69
"38527",2002,1,1,12,48
"38528",2002,1,3,14,24
"38529",2002,1,1,14,31
"38530",2002,2,1,14,54
"38531",2002,2,1,14,64
"38532",2002,1,3,13,22
"38533",2002,2,1,16,37
"38534",2002,1,1,18,47
"38535",2002,2,1,12,26
"38536",2002,2,3,13,29
"38537",2002,1,1,10,38
"38538",2002,1,1,12,26
"38539",2002,2,1,12,27
"38540",2002,2,1,12,55
"38541",2002,1,1,17,26
"38542",2002,2,1,14,22
"38543",2002,1,1,12,26
"38544",2002,1,1,12,23
"38545",2002,1,1,12,48
"38546",2002,2,1,16,64
"38547",2002,1,1,12,68
"38548",2002,2,1,12,21
"38549",2002,1,1,13,27
"38550",2002,2,1,13,21
"38551",2002,2,1,12,28
"38552",2002,1,1,15,56
"38553",2002,2,1,12,63
"38554",2002,1,1,14,48
"38555",2002,2,1,12,44
"38556",2002,1,1,12,20
"38557",2002,2,1,12,62
"38558",2002,2,1,12,60
"38559",2002,1,1,14,22
"38560",2002,1,1,16,24
"38561",2002,2,1,15,41
"38562",2002,2,1,12,44
"38563",2002,2,1,12,58
"38564",2002,2,1,10,77
"38565",2002,1,1,12,40
"38566",2002,1,1,12,27
"38567",2002,1,1,13,30
"38568",2002,2,1,15,23
"38569",2002,2,1,10,37
"38570",2002,2,1,12,65
"38571",2002,2,1,12,22
"38572",2002,2,1,15,40
"38573",2002,2,1,12,85
"38574",2002,2,1,8,66
"38575",2002,1,1,14,27
"38576",2002,2,1,15,84
"38577",2002,2,1,8,69
"38578",2002,2,1,12,41
"38579",2002,2,1,12,33
"38580",2002,1,1,12,38
"38581",2002,1,1,12,24
"38582",2002,1,2,14,38
"38583",2002,1,2,11,38
"38584",2002,2,1,13,47
"38585",2002,1,1,8,79
"38586",2002,2,2,12,63
"38587",2002,1,1,16,50
"38588",2002,1,1,14,41
"38589",2002,1,1,16,55
"38590",2002,2,3,14,23
"38591",2002,2,1,19,54
"38592",2002,2,1,12,51
"38593",2002,1,1,11,39
"38594",2002,1,1,15,32
"38595",2002,1,1,20,28
"38596",2002,1,2,16,23
"38597",2002,2,1,12,58
"38598",2002,2,1,12,43
"38599",2002,1,3,10,51
"38600",2002,1,1,16,69
"38601",2002,1,1,13,44
"38602",2002,1,1,14,45
"38603",2002,2,1,12,31
"38604",2002,1,1,13,64
"38605",2002,2,1,10,71
"38606",2002,2,1,13,41
"38607",2002,2,1,12,36
"38608",2002,2,1,13,68
"38609",2002,2,1,11,78
"38610",2002,2,1,10,51
"38611",2002,2,1,14,26
"38612",2002,1,1,16,59
"38613",2002,2,1,16,53
"38614",2002,2,1,12,89
"38615",2002,2,1,12,78
"38616",2002,2,1,18,77
"38617",2002,2,1,13,61
"38618",2002,2,1,18,63
"38619",2002,1,1,9,69
"38620",2002,2,1,18,49
"38621",2002,1,1,13,37
"38622",2002,1,1,19,51
"38623",2002,1,1,19,53
"38624",2002,1,1,12,64
"38625",2002,2,1,11,26
"38626",2002,2,1,10,26
"38627",2002,2,1,16,77
"38628",2002,1,1,18,63
"38629",2002,2,2,17,60
"38630",2002,1,2,12,30
"38631",2002,1,1,15,51
"38632",2002,1,2,11,25
"38633",2002,2,1,13,40
"38634",2002,1,1,11,23
"38635",2002,1,1,12,36
"38636",2002,2,2,9,71
"38637",2002,1,1,11,25
"38638",2002,2,1,12,31
"38639",2002,1,2,12,36
"38640",2002,2,1,13,33
"38641",2002,1,1,13,65
"38642",2002,1,1,20,58
"38643",2002,1,1,13,58
"38644",2002,2,1,12,68
"38645",2002,2,1,16,33
"38646",2002,2,1,14,28
"38647",2002,2,1,12,54
"38648",2002,2,3,16,47
"38649",2002,2,2,14,20
"38650",2002,1,3,14,29
"38651",2002,2,1,13,52
"38652",2002,1,1,13,64
"38653",2002,2,1,13,47
"38654",2002,1,1,18,66
"38655",2002,2,2,16,54
"38656",2002,1,1,16,73
"38657",2002,2,1,12,33
"38658",2002,1,1,18,48
"38659",2002,2,3,8,25
"38660",2002,1,1,12,58
"38661",2002,2,1,12,88
"38662",2002,2,1,18,62
"38663",2002,1,1,14,71
"38664",2002,1,1,16,78
"38665",2002,2,1,17,37
"38666",2002,2,1,13,57
"38667",2002,2,1,12,52
"38668",2002,2,1,10,82
"38669",2002,2,1,14,37
"38670",2002,2,1,12,23
"38671",2002,1,1,14,35
"38672",2002,2,1,12,31
"38673",2002,2,1,15,75
"38674",2002,1,1,11,86
"38675",2002,1,1,10,70
"38676",2002,1,1,17,58
"38677",2002,1,1,15,59
"38678",2002,2,1,12,56
"38679",2002,2,1,12,41
"38680",2002,2,1,12,46
"38681",2002,2,1,8,83
"38682",2002,2,1,12,49
"38683",2002,1,1,12,20
"38684",2002,1,2,14,39
"38685",2002,2,1,14,28
"38686",2002,2,1,12,72
"38687",2002,2,1,13,24
"38688",2002,2,1,11,20
"38689",2002,1,1,8,58
"38690",2002,1,1,12,80
"38691",2002,1,1,12,54
"38692",2002,2,2,12,50
"38693",2002,2,1,16,35
"38694",2002,2,1,12,59
"38695",2002,1,1,11,19
"38696",2002,2,1,13,50
"38697",2002,1,2,18,47
"38698",2002,2,1,16,58
"38699",2002,1,1,12,70
"38700",2002,1,1,14,58
"38701",2002,1,1,12,37
"38702",2002,1,3,12,39
"38703",2002,2,1,12,37
"38704",2002,1,1,8,71
"38705",2002,2,1,12,25
"38706",2002,1,1,12,56
"38707",2002,2,1,12,53
"38708",2002,2,1,18,39
"38709",2002,1,2,12,37
"38710",2002,2,1,14,58
"38711",2002,1,1,16,61
"38712",2002,1,1,16,37
"38713",2002,1,1,16,24
"38714",2002,1,1,10,33
"38715",2002,2,1,18,23
"38716",2002,2,1,14,20
"38717",2002,2,1,8,41
"38718",2002,1,1,12,25
"38719",2002,2,1,13,30
"38720",2002,2,1,12,70
"38721",2002,2,1,12,42
"38722",2002,1,1,12,40
"38723",2002,1,1,12,50
"38724",2002,1,1,12,76
"38725",2002,2,1,12,74
"38726",2002,1,1,19,67
"38727",2002,1,1,9,33
"38728",2002,2,1,12,78
"38729",2002,1,1,10,79
"38730",2002,1,1,12,70
"38731",2002,2,1,12,46
"38732",2002,1,1,12,56
"38733",2002,1,1,12,87
"38734",2002,2,1,16,77
"38735",2002,1,1,18,47
"38736",2002,2,1,16,35
"38737",2002,2,1,14,39
"38738",2002,1,1,18,36
"38739",2002,2,1,20,54
"38740",2002,1,3,16,60
"38741",2002,1,1,15,36
"38742",2002,1,1,13,68
"38743",2002,2,1,14,27
"38744",2002,1,1,12,52
"38745",2002,2,1,15,79
"38746",2002,1,1,16,45
"38747",2002,2,1,20,56
"38748",2002,2,1,19,33
"38749",2002,2,1,8,52
"38750",2002,2,1,12,44
"38751",2002,2,1,16,23
"38752",2002,2,1,16,51
"38753",2002,1,1,16,62
"38754",2002,1,1,12,32
"38755",2002,1,1,14,53
"38756",2002,2,1,12,63
"38757",2002,2,1,12,69
"38758",2002,2,1,17,60
"38759",2002,2,1,20,52
"38760",2002,2,1,9,35
"38761",2002,2,3,9,33
"38762",2002,2,1,14,21
"38763",2002,2,1,12,70
"38764",2002,2,1,12,78
"38765",2002,2,1,12,81
"38766",2002,2,1,12,63
"38767",2002,1,1,12,24
"38768",2002,1,1,14,33
"38769",2002,2,1,12,69
"38770",2002,2,1,8,72
"38771",2002,2,3,8,28
"38772",2002,1,1,12,59
"38773",2002,2,2,13,61
"38774",2002,1,3,14,45
"38775",2002,2,1,12,32
"38776",2002,2,1,12,32
"38777",2002,1,3,13,37
"38778",2002,2,1,14,28
"38779",2002,1,2,16,39
"38780",2002,1,1,13,21
"38781",2002,2,1,15,31
"38782",2002,1,1,12,46
"38783",2002,1,1,13,22
"38784",2002,1,1,14,63
"38785",2002,1,1,19,40
"38786",2002,1,1,14,34
"38787",2002,2,2,13,41
"38788",2002,2,2,15,40
"38789",2002,2,2,9,62
"38790",2002,2,2,6,49
"38791",2002,1,1,12,55
"38792",2002,2,1,12,54
"38793",2002,2,1,11,81
"38794",2002,1,1,2,50
"38795",2002,2,1,14,34
"38796",2002,1,1,16,74
"38797",2002,2,2,14,30
"38798",2002,1,1,12,46
"38799",2002,2,1,20,55
"38800",2002,1,1,18,36
"38801",2002,1,1,15,24
"38802",2002,1,1,16,29
"38803",2002,2,1,17,39
"38804",2002,1,3,12,38
"38805",2002,1,1,16,47
"38806",2002,2,1,13,32
"38807",2002,2,1,10,21
"38808",2002,1,1,16,42
"38809",2002,2,1,16,30
"38810",2002,2,1,14,48
"38811",2002,1,1,15,34
"38812",2002,1,1,10,59
"38813",2002,2,1,16,72
"38814",2002,2,1,15,23
"38815",2002,2,1,13,41
"38816",2002,2,1,12,39
"38817",2002,1,2,15,26
"38818",2002,1,1,13,23
"38819",2002,2,1,12,52
"38820",2002,2,2,14,46
"38821",2002,1,2,18,31
"38822",2002,2,2,11,25
"38823",2002,2,2,15,39
"38824",2002,2,2,11,28
"38825",2002,1,2,16,46
"38826",2002,1,2,12,48
"38827",2002,1,2,16,50
"38828",2002,2,2,17,29
"38829",2002,2,2,14,30
"38830",2002,2,2,12,33
"38831",2002,1,1,14,52
"38832",2002,2,2,5,83
"38833",2002,2,1,11,57
"38834",2002,2,1,14,36
"38835",2002,2,2,11,29
"38836",2002,2,1,12,82
"38837",2002,1,1,15,31
"38838",2002,2,1,14,39
"38839",2002,2,1,12,23
"38840",2002,2,2,10,37
"38841",2002,1,1,9,31
"38842",2002,1,1,12,50
"38843",2002,1,2,14,31
"38844",2002,1,2,12,27
"38845",2002,2,1,16,27
"38846",2002,2,1,15,46
"38847",2002,1,1,17,25
"38848",2002,2,1,12,76
"38849",2002,1,1,17,61
"38850",2002,2,1,14,64
"38851",2002,2,1,13,64
"38852",2002,1,1,12,31
"38853",2002,2,1,16,44
"38854",2002,1,1,11,68
"38855",2002,1,1,11,23
"38856",2002,2,2,12,29
"38857",2002,1,1,14,46
"38858",2002,1,2,12,39
"38859",2002,1,1,14,46
"38860",2002,1,1,18,36
"38861",2002,1,1,12,22
"38862",2002,2,1,14,23
"38863",2002,1,1,11,67
"38864",2002,2,1,12,65
"38865",2002,1,1,12,23
"38866",2002,1,1,14,34
"38867",2002,2,2,17,29
"38868",2002,2,1,16,50
"38869",2002,1,1,12,53
"38870",2002,2,3,18,41
"38871",2002,1,1,12,63
"38872",2002,2,1,12,59
"38873",2002,1,1,13,32
"38874",2002,2,1,13,48
"38875",2002,2,1,11,23
"38876",2002,1,1,13,20
"38877",2002,1,1,10,47
"38878",2002,2,1,9,33
"38879",2002,2,2,14,32
"38880",2002,1,1,12,49
"38881",2002,2,1,17,59
"38882",2002,1,2,11,45
"38883",2002,1,1,6,57
"38884",2002,2,1,14,48
"38885",2002,2,1,17,34
"38886",2002,2,1,19,28
"38887",2002,2,1,16,23
"38888",2002,1,1,11,25
"38889",2002,1,1,14,48
"38890",2002,2,1,12,46
"38891",2002,2,1,12,25
"38892",2002,1,1,17,52
"38893",2002,1,1,12,41
"38894",2002,1,1,10,47
"38895",2002,2,1,8,41
"38896",2002,2,1,14,34
"38897",2002,1,1,8,52
"38898",2002,1,1,9,36
"38899",2002,2,1,11,66
"38900",2002,1,1,19,69
"38901",2002,1,1,12,61
"38902",2002,2,1,12,68
"38903",2002,1,1,16,58
"38904",2002,2,1,12,70
"38905",2002,2,1,13,58
"38906",2002,2,1,15,24
"38907",2002,2,2,11,24
"38908",2002,1,2,12,48
"38909",2002,1,1,7,52
"38910",2002,2,1,8,31
"38911",2002,2,2,12,19
"38912",2002,2,2,10,19
"38913",2002,2,2,11,22
"38914",2002,2,2,9,20
"38915",2002,1,1,8,64
"38916",2002,1,1,12,26
"38917",2002,1,1,12,32
"38918",2002,1,1,12,25
"38919",2002,2,1,10,56
"38920",2002,2,1,14,48
"38921",2002,2,1,14,48
"38922",2002,2,1,20,64
"38923",2002,1,1,20,32
"38924",2002,1,1,20,28
"38925",2002,2,1,20,43
"38926",2002,1,1,16,52
"38927",2002,1,1,12,81
"38928",2002,2,1,12,30
"38929",2002,1,2,12,61
"38930",2002,2,1,12,59
"38931",2002,1,1,12,40
"38932",2002,1,1,14,55
"38933",2002,2,1,15,31
"38934",2002,1,1,12,79
"38935",2002,2,1,10,28
"38936",2002,1,1,20,72
"38937",2002,1,1,14,41
"38938",2002,2,1,11,25
"38939",2002,2,1,11,65
"38940",2002,2,1,20,65
"38941",2002,2,2,16,36
"38942",2002,2,1,18,71
"38943",2002,2,1,17,76
"38944",2002,1,1,14,80
"38945",2002,1,2,12,45
"38946",2002,1,1,16,24
"38947",2002,1,2,13,49
"38948",2002,2,2,12,51
"38949",2002,2,1,16,44
"38950",2002,1,1,16,26
"38951",2002,2,2,16,47
"38952",2002,1,1,16,43
"38953",2002,2,1,16,69
"38954",2002,2,1,15,35
"38955",2002,2,1,14,34
"38956",2002,1,2,11,23
"38957",2002,2,1,15,33
"38958",2002,2,2,10,21
"38959",2002,2,1,16,23
"38960",2002,1,1,16,37
"38961",2002,2,1,11,42
"38962",2002,1,2,12,21
"38963",2002,2,1,18,59
"38964",2002,1,1,13,43
"38965",2002,1,1,12,42
"38966",2002,2,1,9,62
"38967",2002,1,1,12,35
"38968",2002,2,1,12,42
"38969",2002,1,1,14,56
"38970",2002,2,1,14,37
"38971",2002,2,1,12,37
"38972",2002,2,1,12,44
"38973",2002,1,1,14,25
"38974",2002,1,1,14,26
"38975",2002,2,1,16,25
"38976",2002,2,1,15,30
"38977",2002,1,1,16,28
"38978",2002,2,1,12,21
"38979",2002,2,1,17,24
"38980",2002,2,1,17,25
"38981",2002,2,1,16,24
"38982",2002,2,1,16,31
"38983",2002,1,1,17,82
"38984",2002,1,1,16,29
"38985",2002,2,1,16,27
"38986",2002,2,1,16,25
"38987",2002,2,1,16,24
"38988",2002,2,1,13,43
"38989",2002,1,2,12,32
"38990",2002,1,1,12,39
"38991",2002,2,2,20,28
"38992",2002,1,2,12,24
"38993",2002,2,2,13,21
"38994",2002,2,2,11,45
"38995",2002,1,2,12,24
"38996",2002,1,2,12,56
"38997",2002,2,1,11,37
"38998",2002,2,1,18,34
"38999",2002,2,2,14,39
"39000",2002,2,1,12,20
"39001",2002,1,1,19,25
"39002",2002,2,1,19,53
"39003",2002,1,1,16,41
"39004",2002,1,1,20,46
"39005",2002,1,1,19,73
"39006",2002,1,1,16,27
"39007",2002,2,1,12,75
"39008",2002,2,2,13,71
"39009",2002,2,2,11,73
"39010",2002,2,2,17,25
"39011",2002,2,2,11,56
"39012",2002,2,1,18,50
"39013",2002,2,1,13,45
"39014",2002,2,1,12,54
"39015",2002,1,1,16,47
"39016",2002,2,1,13,22
"39017",2002,2,1,12,36
"39018",2002,2,2,13,26
"39019",2002,1,2,12,29
"39020",2002,1,2,7,63
"39021",2002,1,2,13,39
"39022",2002,2,2,12,38
"39023",2002,2,2,15,32
"39024",2002,1,1,13,21
"39025",2002,2,2,14,42
"39026",2002,2,2,17,47
"39027",2002,2,1,12,86
"39028",2002,2,2,13,33
"39029",2002,2,1,12,81
"39030",2002,1,2,14,60
"39031",2002,2,1,13,47
"39032",2002,2,1,12,60
"39033",2002,2,2,16,42
"39034",2002,1,1,6,72
"39035",2002,2,2,14,55
"39036",2002,2,1,12,62
"39037",2002,2,1,13,70
"39038",2002,1,2,9,58
"39039",2002,2,1,12,32
"39040",2002,2,1,12,70
"39041",2002,2,1,12,62
"39042",2002,2,1,12,33
"39043",2002,1,1,14,51
"39044",2002,1,1,16,82
"39045",2002,1,2,14,73
"39046",2002,2,1,20,42
"39047",2002,1,1,16,65
"39048",2002,2,1,18,32
"39049",2002,2,1,13,27
"39050",2002,1,1,19,61
"39051",2002,2,1,16,35
"39052",2002,1,1,16,34
"39053",2002,2,2,14,22
"39054",2002,1,2,15,42
"39055",2002,1,2,15,51
"39056",2002,1,1,12,79
"39057",2002,1,1,10,63
"39058",2002,1,1,12,26
"39059",2002,2,1,15,50
"39060",2002,2,2,14,32
"39061",2002,1,3,16,30
"39062",2002,1,2,16,26
"39063",2002,1,1,12,57
"39064",2002,1,1,12,48
"39065",2002,1,1,13,52
"39066",2002,2,1,16,25
"39067",2002,2,1,12,82
"39068",2002,1,1,12,20
"39069",2002,1,2,12,43
"39070",2002,1,2,12,26
"39071",2002,1,1,12,41
"39072",2002,2,3,11,35
"39073",2002,2,1,12,25
"39074",2002,1,1,12,24
"39075",2002,2,1,14,23
"39076",2002,2,1,18,32
"39077",2002,1,2,13,24
"39078",2002,1,1,10,63
"39079",2002,1,1,13,37
"39080",2002,1,1,12,27
"39081",2002,2,1,12,27
"39082",2002,1,1,10,51
"39083",2002,1,1,12,42
"39084",2002,1,1,12,35
"39085",2002,2,1,19,54
"39086",2002,2,1,12,49
"39087",2002,1,1,16,40
"39088",2002,2,1,14,43
"39089",2002,2,1,18,42
"39090",2002,1,1,16,62
"39091",2002,2,1,18,52
"39092",2002,2,1,18,42
"39093",2002,1,1,13,60
"39094",2002,1,3,14,34
"39095",2002,2,1,16,28
"39096",2002,2,1,20,65
"39097",2002,2,1,16,72
"39098",2002,2,1,14,34
"39099",2002,1,3,17,36
"39100",2002,1,1,12,41
"39101",2002,2,2,12,31
"39102",2002,2,1,11,21
"39103",2002,1,1,12,57
"39104",2002,1,1,14,72
"39105",2002,2,2,12,45
"39106",2002,1,1,13,58
"39107",2002,2,2,14,34
"39108",2002,1,2,12,64
"39109",2002,2,1,12,57
"39110",2002,2,2,12,42
"39111",2002,1,2,16,55
"39112",2002,2,1,12,78
"39113",2002,1,1,13,26
"39114",2002,1,1,11,52
"39115",2002,2,1,12,33
"39116",2002,2,1,14,30
"39117",2002,2,1,12,28
"39118",2002,1,1,10,34
"39119",2002,2,1,11,27
"39120",2002,2,1,14,42
"39121",2002,1,2,14,74
"39122",2002,1,2,14,52
"39123",2002,1,2,12,37
"39124",2002,2,2,14,36
"39125",2002,2,2,18,34
"39126",2002,2,2,8,74
"39127",2002,2,1,12,43
"39128",2002,2,1,15,56
"39129",2002,2,1,20,27
"39130",2002,2,1,13,39
"39131",2002,2,1,14,51
"39132",2002,1,1,12,34
"39133",2002,2,1,14,23
"39134",2002,1,1,13,22
"39135",2002,2,1,13,80
"39136",2002,2,1,16,35
"39137",2002,2,1,16,39
"39138",2002,2,3,14,53
"39139",2002,2,1,16,39
"39140",2002,2,3,13,27
"39141",2002,1,1,16,31
"39142",2002,1,1,16,56
"39143",2002,2,1,16,33
"39144",2002,2,1,14,26
"39145",2002,1,1,15,32
"39146",2002,1,1,14,46
"39147",2002,2,1,18,47
"39148",2002,2,1,14,43
"39149",2002,2,1,12,44
"39150",2002,1,1,12,38
"39151",2002,1,1,12,56
"39152",2002,2,1,14,37
"39153",2002,2,1,12,58
"39154",2002,2,1,16,30
"39155",2002,2,1,12,88
"39156",2002,2,1,12,45
"39157",2002,2,1,14,40
"39158",2002,1,1,13,19
"39159",2002,1,1,12,25
"39160",2002,1,1,12,59
"39161",2002,2,1,15,38
"39162",2002,1,1,16,23
"39163",2002,2,1,13,31
"39164",2002,2,1,15,34
"39165",2002,2,1,12,38
"39166",2002,1,1,12,76
"39167",2002,2,1,16,43
"39168",2002,1,2,0,53
"39169",2002,1,1,14,46
"39170",2002,2,2,12,40
"39171",2002,2,2,14,50
"39172",2002,2,2,9,34
"39173",2002,2,2,12,23
"39174",2002,2,1,13,44
"39175",2002,2,1,14,48
"39176",2002,1,1,14,44
"39177",2002,2,1,15,24
"39178",2002,2,1,12,39
"39179",2002,1,1,12,81
"39180",2002,1,1,13,30
"39181",2002,1,1,16,33
"39182",2002,2,1,16,38
"39183",2002,2,1,12,67
"39184",2002,1,1,11,25
"39185",2002,1,3,14,40
"39186",2002,2,1,17,44
"39187",2002,1,1,16,64
"39188",2002,2,1,16,33
"39189",2002,1,1,16,35
"39190",2002,1,3,14,63
"39191",2002,1,1,14,38
"39192",2002,2,1,16,24
"39193",2002,1,1,16,38
"39194",2002,1,1,12,21
"39195",2002,2,1,14,51
"39196",2002,1,1,16,71
"39197",2002,2,3,16,22
"39198",2002,2,1,11,21
"39199",2002,2,1,14,21
"39200",2002,1,3,4,84
"39201",2002,1,3,6,30
"39202",2002,2,3,16,21
"39203",2002,2,3,16,61
"39204",2002,1,3,15,75
"39205",2002,1,1,15,39
"39206",2002,2,1,15,40
"39207",2002,2,1,16,61
"39208",2002,1,1,14,59
"39209",2002,1,1,16,40
"39210",2002,2,3,20,41
"39211",2002,2,1,16,47
"39212",2002,1,1,12,38
"39213",2002,1,1,18,56
"39214",2002,1,1,14,38
"39215",2002,1,1,16,32
"39216",2002,1,1,19,62
"39217",2002,2,2,12,74
"39218",2002,2,2,12,60
"39219",2002,1,2,13,29
"39220",2002,2,2,13,42
"39221",2002,2,2,12,31
"39222",2002,2,2,13,65
"39223",2002,1,2,13,81
"39224",2002,1,2,14,40
"39225",2002,2,1,12,43
"39226",2002,2,1,12,25
"39227",2002,2,1,12,33
"39228",2002,2,1,14,36
"39229",2002,2,1,12,24
"39230",2002,2,1,9,53
"39231",2002,1,1,10,37
"39232",2002,1,1,8,25
"39233",2002,2,2,13,37
"39234",2002,2,2,14,40
"39235",2002,2,2,11,29
"39236",2002,2,2,12,33
"39237",2002,2,2,15,54
"39238",2002,2,2,11,23
"39239",2002,2,2,13,24
"39240",2002,2,2,9,51
"39241",2002,2,2,11,36
"39242",2002,2,2,12,31
"39243",2002,1,3,12,28
"39244",2002,2,1,12,23
"39245",2002,1,1,17,34
"39246",2002,1,1,16,45
"39247",2002,2,3,13,33
"39248",2002,1,2,12,26
"39249",2002,1,1,14,41
"39250",2002,2,1,16,48
"39251",2002,1,1,14,51
"39252",2002,1,1,17,45
"39253",2002,2,2,13,51
"39254",2002,1,1,12,52
"39255",2002,2,1,17,81
"39256",2002,2,1,6,39
"39257",2002,1,2,16,54
"39258",2002,2,1,1,64
"39259",2002,1,3,14,49
"39260",2002,1,2,16,29
"39261",2002,2,1,12,33
"39262",2002,2,1,13,66
"39263",2002,1,1,16,65
"39264",2002,2,1,17,48
"39265",2002,1,1,17,35
"39266",2002,2,1,20,47
"39267",2002,2,1,13,63
"39268",2002,1,1,2,69
"39269",2002,1,1,13,51
"39270",2002,2,3,17,32
"39271",2002,2,1,13,32
"39272",2002,1,1,15,52
"39273",2002,2,1,12,30
"39274",2002,2,1,15,38
"39275",2002,2,1,13,19
"39276",2002,2,1,17,64
"39277",2002,2,1,13,70
"39278",2002,1,1,18,29
"39279",2002,2,3,17,32
"39280",2002,2,3,17,26
"39281",2002,2,3,15,23
"39282",2002,1,3,13,47
"39283",2002,2,1,18,31
"39284",2002,1,1,15,22
"39285",2002,1,1,14,20
"39286",2002,1,1,15,23
"39287",2002,2,2,12,34
"39288",2002,2,1,14,50
"39289",2002,1,2,2,44
"39290",2002,2,2,17,29
"39291",2002,1,2,12,30
"39292",2002,1,1,14,37
"39293",2002,2,1,12,19
"39294",2002,1,1,12,20
"39295",2002,1,1,14,20
"39296",2002,1,1,13,20
"39297",2002,1,1,13,22
"39298",2002,1,1,12,20
"39299",2002,2,3,16,51
"39300",2002,1,1,14,21
"39301",2002,2,1,18,26
"39302",2002,1,1,15,22
"39303",2002,1,1,20,51
