"","YEAR","SEX","RACE","EDUC","AGE"
"9164",1982,2,1,12,32
"9165",1982,1,1,16,26
"9166",1982,2,1,12,34
"9167",1982,1,1,17,40
"9168",1982,1,1,15,31
"9169",1982,1,1,12,37
"9170",1982,1,1,16,27
"9171",1982,2,1,11,19
"9172",1982,1,1,13,56
"9173",1982,1,1,10,54
"9174",1982,1,1,14,24
"9175",1982,2,1,16,50
"9176",1982,1,1,16,32
"9177",1982,2,1,12,56
"9178",1982,1,1,12,23
"9179",1982,2,1,11,19
"9180",1982,2,1,12,32
"9181",1982,2,1,13,43
"9182",1982,2,1,12,55
"9183",1982,2,1,12,63
"9184",1982,2,1,12,61
"9185",1982,1,1,19,46
"9186",1982,2,1,12,63
"9187",1982,2,1,13,45
"9188",1982,2,1,16,40
"9189",1982,1,1,12,19
"9190",1982,2,1,7,75
"9191",1982,2,1,12,35
"9192",1982,2,1,12,50
"9193",1982,2,1,8,63
"9194",1982,1,1,12,37
"9195",1982,1,1,17,30
"9196",1982,1,1,12,24
"9197",1982,1,1,13,72
"9198",1982,2,1,8,66
"9199",1982,2,2,12,27
"9200",1982,1,1,15,31
"9201",1982,2,1,10,76
"9202",1982,2,1,12,74
"9203",1982,1,1,18,27
"9204",1982,2,1,13,23
"9205",1982,1,1,18,34
"9206",1982,2,1,12,31
"9207",1982,1,1,16,30
"9208",1982,2,1,11,21
"9209",1982,2,1,18,40
"9210",1982,1,1,14,33
"9211",1982,2,1,12,48
"9212",1982,1,1,0,89
"9213",1982,2,1,14,60
"9214",1982,1,1,15,22
"9215",1982,2,1,16,52
"9216",1982,2,1,10,58
"9217",1982,2,1,13,22
"9218",1982,2,1,19,57
"9219",1982,1,1,16,40
"9220",1982,2,1,16,33
"9221",1982,2,1,8,48
"9222",1982,2,1,12,38
"9223",1982,2,1,7,58
"9224",1982,2,1,8,44
"9225",1982,2,1,8,76
"9226",1982,1,1,7,83
"9227",1982,1,2,9,32
"9228",1982,2,2,6,57
"9229",1982,2,1,9,25
"9230",1982,2,1,7,34
"9231",1982,1,1,6,67
"9232",1982,1,1,12,56
"9233",1982,1,1,10,76
"9234",1982,2,1,14,34
"9235",1982,2,1,5,75
"9236",1982,1,1,14,27
"9237",1982,2,2,7,48
"9238",1982,1,2,12,43
"9239",1982,2,2,8,47
"9240",1982,2,2,5,73
"9241",1982,1,2,0,67
"9242",1982,1,1,12,69
"9243",1982,2,1,9,68
"9244",1982,1,1,15,30
"9245",1982,2,2,18,31
"9246",1982,1,1,16,27
"9247",1982,2,2,9,33
"9248",1982,1,1,13,73
"9249",1982,1,1,17,50
"9250",1982,2,1,15,31
"9251",1982,2,1,12,21
"9252",1982,2,1,12,56
"9253",1982,2,2,10,46
"9254",1982,1,2,14,27
"9255",1982,2,2,7,51
"9256",1982,2,2,12,22
"9257",1982,2,1,7,27
"9258",1982,1,1,8,58
"9259",1982,1,1,13,49
"9260",1982,2,1,15,38
"9261",1982,2,1,10,40
"9262",1982,2,1,13,26
"9263",1982,2,1,10,34
"9264",1982,1,1,14,32
"9265",1982,1,1,12,35
"9266",1982,2,1,16,61
"9267",1982,1,1,12,25
"9268",1982,2,1,16,22
"9269",1982,1,1,11,49
"9270",1982,2,1,9,58
"9271",1982,2,1,10,68
"9272",1982,1,1,10,73
"9273",1982,1,1,11,58
"9274",1982,1,1,12,58
"9275",1982,1,1,8,34
"9276",1982,1,1,12,23
"9277",1982,1,1,7,67
"9278",1982,1,1,11,19
"9279",1982,1,1,10,40
"9280",1982,2,1,12,39
"9281",1982,1,1,16,46
"9282",1982,2,1,14,41
"9283",1982,2,1,16,60
"9284",1982,2,1,16,69
"9285",1982,2,2,12,21
"9286",1982,1,2,12,28
"9287",1982,1,2,10,21
"9288",1982,2,2,6,70
"9289",1982,2,2,9,47
"9290",1982,2,1,10,58
"9291",1982,1,1,12,38
"9292",1982,2,1,11,55
"9293",1982,2,3,12,39
"9294",1982,1,1,14,38
"9295",1982,2,1,12,48
"9296",1982,2,1,12,70
"9297",1982,2,1,13,25
"9298",1982,2,1,13,34
"9299",1982,1,1,16,29
"9300",1982,1,1,20,79
"9301",1982,2,1,16,35
"9302",1982,1,1,14,39
"9303",1982,2,1,16,26
"9304",1982,1,1,13,52
"9305",1982,2,1,11,24
"9306",1982,2,1,10,65
"9307",1982,2,1,12,70
"9308",1982,1,3,12,21
"9309",1982,2,3,11,33
"9310",1982,1,1,9,22
"9311",1982,1,1,10,21
"9312",1982,2,2,10,47
"9313",1982,2,2,10,18
"9314",1982,2,2,11,31
"9315",1982,2,2,4,84
"9316",1982,2,2,11,44
"9317",1982,2,1,10,64
"9318",1982,1,1,12,51
"9319",1982,2,1,7,57
"9320",1982,1,1,12,19
"9321",1982,2,1,12,30
"9322",1982,1,1,8,36
"9323",1982,2,2,12,39
"9324",1982,2,2,11,30
"9325",1982,2,1,8,69
"9326",1982,1,1,12,28
"9327",1982,2,1,12,49
"9328",1982,1,1,9,24
"9329",1982,2,1,7,43
"9330",1982,1,1,13,43
"9331",1982,2,1,16,57
"9332",1982,1,1,20,48
"9333",1982,2,1,13,61
"9334",1982,2,1,16,29
"9335",1982,2,1,13,63
"9336",1982,2,1,8,73
"9337",1982,1,1,8,68
"9338",1982,1,1,12,25
"9339",1982,2,1,9,78
"9340",1982,1,1,8,64
"9341",1982,2,1,10,72
"9342",1982,2,1,16,30
"9343",1982,1,1,16,58
"9344",1982,2,1,9,67
"9345",1982,1,1,13,37
"9346",1982,2,1,12,26
"9347",1982,1,1,19,49
"9348",1982,1,1,13,49
"9349",1982,2,1,11,21
"9350",1982,1,1,10,67
"9351",1982,1,1,16,23
"9352",1982,2,1,12,54
"9353",1982,2,3,14,53
"9354",1982,2,1,18,69
"9355",1982,1,1,14,44
"9356",1982,2,1,12,58
"9357",1982,1,1,16,24
"9358",1982,2,1,12,57
"9359",1982,2,3,14,29
"9360",1982,2,3,12,40
"9361",1982,1,1,15,33
"9362",1982,1,1,12,25
"9363",1982,1,1,3,37
"9364",1982,2,1,13,49
"9365",1982,2,1,12,52
"9366",1982,2,1,12,32
"9367",1982,1,1,8,42
"9368",1982,1,2,6,52
"9369",1982,1,2,16,31
"9370",1982,2,2,12,20
"9371",1982,1,1,13,25
"9372",1982,1,1,14,29
"9373",1982,2,1,17,40
"9374",1982,2,1,19,30
"9375",1982,2,1,19,30
"9376",1982,1,1,12,19
"9377",1982,1,1,16,81
"9378",1982,2,1,14,68
"9379",1982,1,3,12,25
"9380",1982,1,2,19,40
"9381",1982,2,1,14,56
"9382",1982,1,1,13,31
"9383",1982,2,1,9,44
"9384",1982,2,1,11,28
"9385",1982,1,1,14,25
"9386",1982,1,1,20,59
"9387",1982,2,1,11,32
"9388",1982,2,3,13,59
"9389",1982,1,1,12,40
"9390",1982,1,1,11,25
"9391",1982,2,1,4,43
"9392",1982,1,1,13,48
"9393",1982,2,1,12,66
"9394",1982,1,1,19,41
"9395",1982,2,1,13,56
"9396",1982,2,1,14,29
"9397",1982,2,1,12,61
"9398",1982,2,1,18,67
"9399",1982,1,1,15,43
"9400",1982,2,1,18,71
"9401",1982,2,1,9,35
"9402",1982,1,1,7,68
"9403",1982,2,1,12,29
"9404",1982,1,1,9,36
"9405",1982,2,1,12,27
"9406",1982,1,1,1,87
"9407",1982,2,1,12,25
"9408",1982,2,1,9,77
"9409",1982,1,1,0,75
"9410",1982,2,1,12,35
"9411",1982,2,1,14,29
"9412",1982,2,1,12,34
"9413",1982,1,1,14,35
"9414",1982,2,1,12,58
"9415",1982,1,1,12,49
"9416",1982,1,1,10,56
"9417",1982,1,1,14,41
"9418",1982,2,1,8,65
"9419",1982,2,1,6,77
"9420",1982,2,1,12,34
"9421",1982,1,1,12,58
"9422",1982,1,1,12,64
"9423",1982,2,1,6,70
"9424",1982,2,1,12,59
"9425",1982,1,1,10,73
"9426",1982,2,1,10,52
"9427",1982,2,1,12,57
"9428",1982,2,1,12,44
"9429",1982,1,1,13,37
"9430",1982,2,1,12,20
"9431",1982,2,1,12,25
"9432",1982,1,1,12,28
"9433",1982,2,1,12,32
"9434",1982,1,1,12,42
"9435",1982,1,1,13,39
"9436",1982,1,1,12,45
"9437",1982,1,1,12,50
"9438",1982,2,1,12,58
"9439",1982,2,1,5,62
"9440",1982,1,1,14,28
"9441",1982,1,1,12,49
"9442",1982,1,1,12,41
"9443",1982,1,1,12,52
"9444",1982,2,1,12,33
"9445",1982,1,1,12,20
"9446",1982,2,1,18,71
"9447",1982,2,1,16,35
"9448",1982,1,1,12,63
"9449",1982,1,1,19,38
"9450",1982,1,1,8,71
"9451",1982,2,1,12,58
"9452",1982,2,1,10,63
"9453",1982,2,1,14,22
"9454",1982,1,1,12,34
"9455",1982,1,1,12,28
"9456",1982,1,1,12,26
"9457",1982,2,1,12,25
"9458",1982,2,1,7,75
"9459",1982,1,1,13,31
"9460",1982,1,1,14,64
"9461",1982,2,1,12,31
"9462",1982,1,1,16,38
"9463",1982,2,1,16,50
"9464",1982,2,1,14,30
"9465",1982,1,1,15,31
"9466",1982,2,1,14,22
"9467",1982,2,1,16,23
"9468",1982,2,1,20,40
"9469",1982,1,1,12,28
"9470",1982,1,1,12,23
"9471",1982,2,1,11,61
"9472",1982,1,1,12,28
"9473",1982,2,1,8,54
"9474",1982,1,1,14,28
"9475",1982,1,1,12,58
"9476",1982,2,1,12,53
"9477",1982,2,1,12,33
"9478",1982,1,1,12,27
"9479",1982,2,1,12,55
"9480",1982,2,1,11,27
"9481",1982,2,1,7,56
"9482",1982,1,1,10,32
"9483",1982,1,1,11,28
"9484",1982,2,1,12,31
"9485",1982,2,1,8,66
"9486",1982,1,1,12,67
"9487",1982,1,1,12,30
"9488",1982,2,1,10,29
"9489",1982,2,1,16,85
"9490",1982,2,1,10,69
"9491",1982,1,1,12,37
"9492",1982,1,1,0,74
"9493",1982,1,1,14,58
"9494",1982,1,1,12,46
"9495",1982,2,1,12,21
"9496",1982,2,1,13,29
"9497",1982,2,1,13,49
"9498",1982,2,1,12,47
"9499",1982,2,1,11,41
"9500",1982,2,1,10,33
"9501",1982,1,1,12,44
"9502",1982,2,1,15,28
"9503",1982,1,1,13,60
"9504",1982,2,1,13,37
"9505",1982,1,1,16,71
"9506",1982,2,1,16,64
"9507",1982,1,1,11,20
"9508",1982,2,1,12,37
"9509",1982,1,1,12,47
"9510",1982,1,1,10,65
"9511",1982,1,1,9,44
"9512",1982,1,1,12,32
"9513",1982,2,1,12,43
"9514",1982,1,1,3,68
"9515",1982,1,1,10,47
"9516",1982,2,1,9,56
"9517",1982,1,2,16,43
"9518",1982,2,2,7,69
"9519",1982,2,2,13,19
"9520",1982,2,1,11,61
"9521",1982,1,1,12,48
"9522",1982,1,1,12,34
"9523",1982,1,1,12,54
"9524",1982,2,2,12,29
"9525",1982,2,1,5,59
"9526",1982,2,1,12,80
"9527",1982,2,1,11,77
"9528",1982,2,1,14,79
"9529",1982,2,1,16,80
"9530",1982,1,1,11,41
"9531",1982,2,1,16,49
"9532",1982,1,1,10,44
"9533",1982,1,1,12,36
"9534",1982,2,1,12,54
"9535",1982,1,1,12,46
"9536",1982,2,1,8,79
"9537",1982,2,1,9,39
"9538",1982,2,1,10,42
"9539",1982,2,1,12,42
"9540",1982,1,1,12,61
"9541",1982,1,1,10,21
"9542",1982,1,1,16,68
"9543",1982,2,1,8,75
"9544",1982,2,1,12,44
"9545",1982,2,1,12,39
"9546",1982,1,2,16,30
"9547",1982,2,1,13,35
"9548",1982,2,1,10,42
"9549",1982,2,2,15,25
"9550",1982,1,1,16,32
"9551",1982,2,1,16,28
"9552",1982,1,1,8,62
"9553",1982,2,1,11,70
"9554",1982,2,1,12,48
"9555",1982,2,1,12,28
"9556",1982,2,1,14,30
"9557",1982,2,1,12,23
"9558",1982,1,3,14,28
"9559",1982,2,1,14,30
"9560",1982,1,1,14,60
"9561",1982,2,1,10,37
"9562",1982,1,1,10,19
"9563",1982,2,1,8,89
"9564",1982,2,1,14,59
"9565",1982,2,1,13,29
"9566",1982,1,1,12,23
"9567",1982,1,1,12,22
"9568",1982,2,1,9,61
"9569",1982,2,1,9,58
"9570",1982,1,1,12,28
"9571",1982,1,1,12,29
"9572",1982,2,1,11,31
"9573",1982,1,1,11,56
"9574",1982,1,1,12,26
"9575",1982,1,1,12,42
"9576",1982,2,1,12,51
"9577",1982,1,1,8,27
"9578",1982,1,1,11,21
"9579",1982,2,1,8,76
"9580",1982,2,1,10,42
"9581",1982,2,1,12,52
"9582",1982,2,1,8,78
"9583",1982,1,1,12,34
"9584",1982,1,1,16,29
"9585",1982,2,1,13,80
"9586",1982,1,1,8,39
"9587",1982,2,1,12,26
"9588",1982,2,1,12,63
"9589",1982,2,1,13,46
"9590",1982,1,1,17,37
"9591",1982,2,1,8,85
"9592",1982,1,1,6,86
"9593",1982,2,1,8,61
"9594",1982,2,1,12,35
"9595",1982,1,1,12,34
"9596",1982,2,1,12,28
"9597",1982,2,1,15,28
"9598",1982,2,1,11,65
"9599",1982,1,1,8,75
"9600",1982,2,1,12,63
"9601",1982,2,1,13,32
"9602",1982,1,1,18,60
"9603",1982,2,1,10,35
"9604",1982,2,1,8,68
"9605",1982,2,1,12,82
"9606",1982,2,1,12,41
"9607",1982,2,1,8,54
"9608",1982,1,1,11,25
"9609",1982,2,1,8,79
"9610",1982,2,1,8,84
"9611",1982,1,1,8,81
"9612",1982,1,1,12,47
"9613",1982,1,1,12,40
"9614",1982,2,1,12,34
"9615",1982,1,1,12,67
"9616",1982,2,1,16,35
"9617",1982,1,1,8,69
"9618",1982,2,1,13,27
"9619",1982,2,1,9,49
"9620",1982,2,1,8,64
"9621",1982,2,1,12,32
"9622",1982,1,1,16,54
"9623",1982,2,1,6,31
"9624",1982,2,1,12,21
"9625",1982,2,1,7,25
"9626",1982,1,1,14,23
"9627",1982,1,1,7,28
"9628",1982,1,1,8,48
"9629",1982,1,1,9,19
"9630",1982,2,1,6,67
"9631",1982,2,1,16,55
"9632",1982,1,2,12,45
"9633",1982,2,1,12,43
"9634",1982,2,2,5,37
"9635",1982,1,1,7,48
"9636",1982,1,1,12,23
"9637",1982,2,1,12,52
"9638",1982,1,2,12,28
"9639",1982,2,2,12,30
"9640",1982,1,2,7,41
"9641",1982,1,1,5,57
"9642",1982,1,1,8,69
"9643",1982,1,1,12,34
"9644",1982,2,1,8,74
"9645",1982,2,1,7,64
"9646",1982,2,2,8,73
"9647",1982,2,2,11,42
"9648",1982,1,2,7,29
"9649",1982,2,1,7,21
"9650",1982,2,1,12,33
"9651",1982,2,2,7,60
"9652",1982,1,1,11,18
"9653",1982,1,1,6,57
"9654",1982,2,1,12,51
"9655",1982,1,1,12,29
"9656",1982,2,1,12,22
"9657",1982,2,2,12,41
"9658",1982,2,2,8,74
"9659",1982,1,1,9,40
"9660",1982,1,1,14,28
"9661",1982,2,1,12,72
"9662",1982,2,1,12,25
"9663",1982,2,1,15,25
"9664",1982,2,1,20,38
"9665",1982,2,1,18,42
"9666",1982,2,1,18,42
"9667",1982,2,1,16,24
"9668",1982,2,1,13,43
"9669",1982,2,1,12,52
"9670",1982,1,1,11,32
"9671",1982,2,1,9,59
"9672",1982,2,1,14,21
"9673",1982,1,1,18,36
"9674",1982,2,1,12,37
"9675",1982,1,1,12,54
"9676",1982,2,1,12,29
"9677",1982,1,1,11,49
"9678",1982,1,1,15,60
"9679",1982,2,1,12,73
"9680",1982,2,2,6,61
"9681",1982,2,2,12,25
"9682",1982,2,2,12,28
"9683",1982,2,1,16,30
"9684",1982,1,1,12,52
"9685",1982,1,1,15,64
"9686",1982,2,1,14,53
"9687",1982,1,1,16,49
"9688",1982,1,1,12,66
"9689",1982,1,1,3,83
"9690",1982,1,1,11,22
"9691",1982,2,1,12,79
"9692",1982,1,1,11,19
"9693",1982,1,1,11,57
"9694",1982,1,1,6,70
"9695",1982,1,1,16,46
"9696",1982,2,1,11,22
"9697",1982,2,1,2,82
"9698",1982,2,1,11,88
"9699",1982,2,1,14,57
"9700",1982,1,1,8,38
"9701",1982,2,1,16,42
"9702",1982,1,3,12,22
"9703",1982,2,1,19,39
"9704",1982,2,1,13,59
"9705",1982,1,1,12,28
"9706",1982,1,1,12,62
"9707",1982,2,1,3,86
"9708",1982,2,1,12,41
"9709",1982,2,1,15,29
"9710",1982,2,2,11,42
"9711",1982,1,2,10,51
"9712",1982,2,2,12,28
"9713",1982,1,2,7,56
"9714",1982,1,2,14,60
"9715",1982,2,1,13,19
"9716",1982,1,2,12,20
"9717",1982,1,1,12,83
"9718",1982,2,1,12,31
"9719",1982,2,1,12,68
"9720",1982,2,1,13,23
"9721",1982,2,1,13,27
"9722",1982,2,2,12,57
"9723",1982,2,2,12,26
"9724",1982,2,2,16,30
"9725",1982,2,1,11,65
"9726",1982,2,1,12,20
"9727",1982,2,1,13,32
"9728",1982,1,1,12,55
"9729",1982,2,1,7,70
"9730",1982,2,1,12,33
"9731",1982,2,1,12,60
"9732",1982,1,1,12,48
"9733",1982,1,1,20,50
"9734",1982,2,1,16,29
"9735",1982,2,1,17,31
"9736",1982,2,1,14,42
"9737",1982,1,2,16,29
"9738",1982,2,2,16,26
"9739",1982,1,3,18,24
"9740",1982,2,1,10,28
"9741",1982,1,1,6,48
"9742",1982,2,1,12,45
"9743",1982,2,1,12,41
"9744",1982,2,1,16,65
"9745",1982,1,1,11,48
"9746",1982,2,1,12,55
"9747",1982,2,1,12,80
"9748",1982,2,1,12,37
"9749",1982,2,1,12,47
"9750",1982,1,1,12,56
"9751",1982,1,1,12,44
"9752",1982,2,1,12,57
"9753",1982,2,1,8,75
"9754",1982,2,1,12,64
"9755",1982,1,1,12,39
"9756",1982,1,1,12,55
"9757",1982,2,1,14,29
"9758",1982,2,1,13,43
"9759",1982,2,1,13,52
"9760",1982,1,1,8,56
"9761",1982,2,1,16,48
"9762",1982,1,1,17,39
"9763",1982,1,1,12,21
"9764",1982,1,1,16,44
"9765",1982,1,1,16,70
"9766",1982,2,1,16,48
"9767",1982,2,1,15,45
"9768",1982,1,1,17,56
"9769",1982,2,1,16,47
"9770",1982,1,2,12,27
"9771",1982,2,2,8,37
"9772",1982,1,1,9,23
"9773",1982,1,1,12,43
"9774",1982,1,1,12,64
"9775",1982,1,1,16,42
"9776",1982,2,1,15,57
"9777",1982,2,1,16,30
"9778",1982,2,1,12,55
"9779",1982,1,1,13,36
"9780",1982,1,1,12,24
"9781",1982,1,1,15,24
"9782",1982,2,1,14,41
"9783",1982,1,1,12,27
"9784",1982,2,1,8,77
"9785",1982,1,1,7,28
"9786",1982,1,1,5,86
"9787",1982,2,1,17,30
"9788",1982,1,1,19,43
"9789",1982,1,1,8,54
"9790",1982,2,1,9,25
"9791",1982,1,1,14,61
"9792",1982,1,1,12,41
"9793",1982,1,1,13,32
"9794",1982,2,1,12,88
"9795",1982,1,1,6,57
"9796",1982,1,1,12,25
"9797",1982,1,1,19,26
"9798",1982,1,1,13,51
"9799",1982,2,1,14,37
"9800",1982,2,1,13,35
"9801",1982,2,1,10,55
"9802",1982,1,1,12,19
"9803",1982,2,1,10,65
"9804",1982,1,1,16,41
"9805",1982,2,1,12,53
"9806",1982,2,1,15,64
"9807",1982,1,1,15,58
"9808",1982,2,1,13,59
"9809",1982,2,1,11,47
"9810",1982,1,1,9,27
"9811",1982,2,1,12,20
"9812",1982,1,1,8,54
"9813",1982,2,1,12,37
"9814",1982,1,1,13,69
"9815",1982,2,1,12,35
"9816",1982,2,1,13,27
"9817",1982,2,1,13,50
"9818",1982,2,1,16,66
"9819",1982,1,1,8,74
"9820",1982,2,2,6,62
"9821",1982,2,2,14,33
"9822",1982,2,2,13,36
"9823",1982,1,2,12,28
"9824",1982,1,2,16,44
"9825",1982,1,2,12,23
"9826",1982,2,2,17,36
"9827",1982,1,2,12,21
"9828",1982,2,1,10,52
"9829",1982,2,1,9,22
"9830",1982,2,1,12,27
"9831",1982,1,1,10,54
"9832",1982,1,1,14,24
"9833",1982,2,1,13,41
"9834",1982,1,1,18,54
"9835",1982,1,1,20,44
"9836",1982,1,1,20,29
"9837",1982,1,1,18,72
"9838",1982,2,1,12,59
"9839",1982,2,1,12,21
"9840",1982,1,1,12,54
"9841",1982,1,1,12,56
"9842",1982,2,1,12,63
"9843",1982,2,1,12,45
"9844",1982,2,2,11,35
"9845",1982,2,2,10,38
"9846",1982,2,2,12,30
"9847",1982,1,2,12,58
"9848",1982,2,2,11,18
"9849",1982,2,1,14,47
"9850",1982,2,1,12,29
"9851",1982,1,2,14,23
"9852",1982,2,1,15,45
"9853",1982,1,1,7,71
"9854",1982,2,1,12,35
"9855",1982,1,1,12,58
"9856",1982,1,1,12,27
"9857",1982,2,1,9,78
"9858",1982,2,1,12,30
"9859",1982,2,1,12,32
"9860",1982,2,1,12,26
"9861",1982,1,1,12,52
"9862",1982,2,1,10,56
"9863",1982,1,1,12,21
"9864",1982,1,1,12,27
"9865",1982,2,1,12,58
"9866",1982,1,1,12,39
"9867",1982,2,1,12,25
"9868",1982,2,1,12,63
"9869",1982,2,1,12,38
"9870",1982,1,1,12,21
"9871",1982,2,1,18,44
"9872",1982,2,3,14,59
"9873",1982,1,2,14,68
"9874",1982,1,2,19,53
"9875",1982,2,2,16,47
"9876",1982,1,2,12,64
"9877",1982,2,1,12,25
"9878",1982,1,1,20,52
"9879",1982,2,1,12,41
"9880",1982,1,1,13,35
"9881",1982,2,2,5,56
"9882",1982,2,2,7,75
"9883",1982,2,1,12,55
"9884",1982,1,1,12,40
"9885",1982,2,1,14,25
"9886",1982,2,1,9,43
"9887",1982,2,1,10,65
"9888",1982,1,1,15,59
"9889",1982,1,1,12,49
"9890",1982,1,1,16,32
"9891",1982,2,1,9,24
"9892",1982,2,1,16,86
"9893",1982,2,1,16,25
"9894",1982,2,1,11,66
"9895",1982,1,1,12,26
"9896",1982,2,1,12,64
"9897",1982,1,1,12,32
"9898",1982,2,1,12,55
"9899",1982,2,1,8,71
"9900",1982,1,1,16,58
"9901",1982,2,1,10,67
"9902",1982,2,1,14,32
"9903",1982,1,1,12,75
"9904",1982,2,1,13,26
"9905",1982,1,1,13,42
"9906",1982,1,1,12,65
"9907",1982,1,2,13,77
"9908",1982,1,2,12,46
"9909",1982,1,2,12,24
"9910",1982,2,2,12,55
"9911",1982,2,2,12,21
"9912",1982,2,2,11,68
"9913",1982,1,2,11,71
"9914",1982,2,2,9,63
"9915",1982,1,1,12,21
"9916",1982,1,1,12,23
"9917",1982,2,1,10,29
"9918",1982,2,1,13,45
"9919",1982,2,1,9,70
"9920",1982,2,1,11,67
"9921",1982,2,1,12,34
"9922",1982,2,1,12,27
"9923",1982,2,1,12,28
"9924",1982,2,1,13,61
"9925",1982,1,1,14,31
"9926",1982,1,1,18,25
"9927",1982,1,1,19,38
"9928",1982,2,1,17,52
"9929",1982,2,1,14,31
"9930",1982,2,1,12,39
"9931",1982,2,2,19,34
"9932",1982,1,1,12,26
"9933",1982,1,1,15,40
"9934",1982,2,2,12,24
"9935",1982,1,1,13,26
"9936",1982,1,1,16,43
"9937",1982,2,1,12,38
"9938",1982,2,1,16,44
"9939",1982,2,1,15,38
"9940",1982,2,1,16,40
"9941",1982,2,1,10,50
"9942",1982,1,1,8,81
"9943",1982,2,1,12,44
"9944",1982,2,1,16,31
"9945",1982,2,1,13,21
"9946",1982,1,1,18,34
"9947",1982,2,1,12,29
"9948",1982,2,1,12,28
"9949",1982,2,1,13,35
"9950",1982,1,2,9,69
"9951",1982,1,2,8,73
"9952",1982,1,2,12,66
"9953",1982,2,2,10,36
"9954",1982,2,1,11,22
"9955",1982,1,1,9,36
"9956",1982,1,1,14,57
"9957",1982,1,1,11,21
"9958",1982,2,1,17,25
"9959",1982,1,1,16,37
"9960",1982,1,1,15,24
"9961",1982,1,1,15,70
"9962",1982,2,1,18,26
"9963",1982,2,1,16,33
"9964",1982,1,2,12,19
"9965",1982,1,2,12,29
"9966",1982,2,2,11,30
"9967",1982,2,2,15,23
"9968",1982,2,1,12,19
"9969",1982,1,2,12,31
"9970",1982,2,2,15,47
"9971",1982,2,1,12,20
"9972",1982,2,1,12,56
"9973",1982,2,1,12,46
"9974",1982,1,1,11,20
"9975",1982,2,1,12,32
"9976",1982,2,1,12,43
"9977",1982,2,1,15,34
"9978",1982,2,1,12,31
"9979",1982,2,1,12,34
"9980",1982,1,1,12,27
"9981",1982,1,1,13,33
"9982",1982,1,2,12,26
"9983",1982,2,2,5,69
"9984",1982,2,2,10,30
"9985",1982,1,2,12,42
"9986",1982,2,1,12,51
"9987",1982,2,1,12,36
"9988",1982,2,1,8,71
"9989",1982,1,2,12,44
"9990",1982,1,1,6,50
"9991",1982,2,1,12,56
"9992",1982,1,1,12,22
"9993",1982,2,1,16,50
"9994",1982,2,1,16,29
"9995",1982,2,1,12,23
"9996",1982,2,1,16,36
"9997",1982,1,1,12,27
"9998",1982,1,1,19,42
"9999",1982,2,1,14,39
"10000",1982,2,1,14,72
"10001",1982,2,1,20,33
"10002",1982,1,1,9,48
"10003",1982,2,1,12,62
"10004",1982,2,1,12,22
"10005",1982,2,1,12,24
"10006",1982,1,1,8,32
"10007",1982,2,2,12,33
"10008",1982,2,1,12,44
"10009",1982,2,1,12,36
"10010",1982,1,1,13,35
"10011",1982,1,1,12,34
"10012",1982,1,1,12,22
"10013",1982,2,1,11,22
"10014",1982,1,1,13,28
"10015",1982,2,1,14,22
"10016",1982,2,1,11,21
"10017",1982,1,1,13,59
"10018",1982,2,1,20,55
"10019",1982,1,1,16,27
"10020",1982,2,1,10,60
"10021",1982,1,1,16,24
"10022",1982,1,1,12,20
"10023",1982,2,1,16,27
"10024",1982,1,1,19,30
"10025",1982,2,1,15,28
"10026",1982,2,1,18,36
"10027",1982,2,1,13,28
"10028",1982,1,1,18,59
"10029",1982,1,1,12,20
"10030",1982,2,1,12,54
"10031",1982,2,1,12,58
"10032",1982,1,1,16,36
"10033",1982,2,2,8,64
"10034",1982,2,2,11,27
"10035",1982,2,2,14,46
"10036",1982,2,2,14,24
"10037",1982,1,2,9,62
"10038",1982,2,2,7,60
"10039",1982,2,1,12,52
"10040",1982,1,1,13,25
"10041",1982,2,1,12,68
"10042",1982,2,1,20,36
"10043",1982,2,1,12,23
"10044",1982,1,1,16,51
"10045",1982,1,1,10,18
"10046",1982,2,1,15,50
"10047",1982,2,1,12,46
"10048",1982,1,1,14,29
"10049",1982,1,1,15,51
"10050",1982,2,1,18,25
"10051",1982,2,1,4,66
"10052",1982,2,1,3,67
"10053",1982,1,3,16,30
"10054",1982,2,1,16,28
"10055",1982,2,1,12,76
"10056",1982,1,1,14,28
"10057",1982,2,1,15,30
"10058",1982,1,1,12,37
"10059",1982,2,1,11,54
"10060",1982,2,1,13,57
"10061",1982,2,2,9,22
"10062",1982,1,2,4,67
"10063",1982,2,2,8,72
"10064",1982,2,1,8,62
"10065",1982,2,1,12,81
"10066",1982,2,1,8,77
"10067",1982,1,1,11,82
"10068",1982,2,1,12,26
"10069",1982,2,1,12,59
"10070",1982,1,1,18,29
"10071",1982,1,1,11,56
"10072",1982,2,1,13,36
"10073",1982,2,1,17,84
"10074",1982,1,1,11,25
"10075",1982,2,1,15,35
"10076",1982,2,1,12,38
"10077",1982,2,1,12,65
"10078",1982,1,1,13,53
"10079",1982,2,1,8,67
"10080",1982,2,1,12,33
"10081",1982,1,1,12,26
"10082",1982,2,1,13,20
"10083",1982,2,1,13,31
"10084",1982,1,1,11,70
"10085",1982,2,1,12,19
"10086",1982,1,1,13,37
"10087",1982,2,1,14,62
"10088",1982,1,1,9,21
"10089",1982,2,1,16,31
"10090",1982,2,1,3,89
"10091",1982,1,3,7,53
"10092",1982,2,3,11,19
"10093",1982,2,2,13,32
"10094",1982,2,2,16,24
